Name	Corona Temp. (K)	Wind Speed (km/s)
HD 93963 A c	3225584.0	495.0
K2-9 b	3297020.0	616.0
HD 73534 b	1094244.0	1035.0
K2-21 b	3743199.0	585.0
K2-21 c	3743199.0	642.0
HD 47366 b	3223470.0	946.0
HD 47366 c	3223470.0	989.0
BD-10 3166 b	4279772.0	452.0
omi CrB b	1049611.0	888.0
HD 96167 b	1428262.0	956.0
HD 75784 b	1620697.0	930.0
HD 75784 c	1334489.0	1128.0
HD 43691 b	2314322.0	758.0
HD 2039 b	1232054.0	1006.0
HD 81688 b	3083452.0	879.0
TOI-561 b	750463.0	216.0
TOI-561 c	750463.0	611.0
HD 95086 b	44523863.0	1279.0
WASP-43 b	942411.0	216.0
WASP-29 b	633498.0	483.0
HD 152079 b	2934327.0	1066.0
HD 1605 b	1548754.0	968.0
HD 1605 c	1548754.0	1052.0
TOI-1736 b	1368310.0	580.0
TOI-1736 c	1368310.0	960.0
bet Cnc b	2897829.0	981.0
HD 59686 A b	3101982.0	935.0
HD 33283 b	1763914.0	695.0
WASP-8 b	1642784.0	594.0
WASP-8 c	1555200.0	1087.0
K2-291 b	1595873.0	395.0
HD 48265 b	1582105.0	987.0
42 Dra b	864848.0	945.0
TOI-220 b	798251.0	612.0
WASP-145 A b	999084.0	309.0
HD 38801 b	1217786.0	976.0
HD 118203 b	1611953.0	570.0
HAT-P-17 b	985788.0	611.0
HAT-P-17 c	969246.0	1092.0
HD 205739 b	2026264.0	915.0
HD 224693 b	1602733.0	728.0
HD 106270 b	1578607.0	1046.0
HD 23127 b	1483230.0	1013.0
HIP 90988 b	1572996.0	958.0
HD 219666 b	823270.0	638.0
TYC 8998-760-1 b	41430416.0	1356.0
TYC 8998-760-1 c	41430416.0	1403.0
HD 158038 b	2237884.0	968.0
HD 114082 b	45068258.0	852.0
HD 221416 b	1403228.0	664.0
Kepler-93 b	1080150.0	517.0
24 Boo b	1081288.0	730.0
TOI-181 b	1207987.0	519.0
Kepler-446 b	1225810.0	215.0
Kepler-446 c	1225810.0	346.0
Kepler-446 d	1225810.0	454.0
KELT-24 b	5066739.0	569.0
HD 142245 b	2948381.0	1028.0
HD 73526 b	915410.0	879.0
HD 73526 c	865209.0	929.0
K2-26 b	3627419.0	625.0
Kepler-504 b	1211046.0	555.0
WASP-189 b	5628005.0	506.0
