Name	Corona Temp. (K)	Wind Speed (km/s)
Kepler-117 c	1311729.0	246.0
Kepler-43 b	5414177.0	80.0
Kepler-74 b	4796694.0	162.0
NGTS-9 b	4327496.0	131.0
OGLE-TR-56 b	1935714.0	77.0
TOI-5153 b	1323105.0	213.0
TrES-4 b	2352468.0	112.0
WASP-103 b	1609337.0	77.0
WASP-38 b	1987500.0	159.0
ups And b	1407195.0	134.0
ups And c	1407195.0	297.0
ups And d	1407195.0	341.0
HD 108147 b	1869417.0	184.0
HD 224538 b	2575531.0	338.0
HD 28109 b	3897409.0	204.0
HD 28109 c	3897409.0	251.0
HD 28109 d	3897409.0	265.0
CoRoT-25 b	1451407.0	131.0
HAT-P-43 b	1224190.0	77.0
HD 103891 b	1719471.0	350.0
HD 220773 b	1493496.0	364.0
K2-12 b	899701.0	163.0
TIC 172900988 b	1916379.0	301.0
WASP-106 b	1043801.0	176.0
WASP-117 b	1484467.0	178.0
WASP-124 b	2424225.0	77.0
WASP-141 b	1394728.0	92.0
WASP-159 b	1851351.0	121.0
WASP-176 b	1453677.0	120.0
WASP-193 b	1464580.0	149.0
WASP-20 b	1107160.0	136.0
WASP-54 b	1090426.0	108.0
WASP-73 b	1819008.0	125.0
WASP-74 b	1619085.0	77.0
WASP-75 b	1734930.0	77.0
WASP-94 B b	1615045.0	77.0
K2-107 b	1567281.0	96.0
CoRoT-14 b	1531966.0	77.0
CoRoT-19 b	1384541.0	115.0
CoRoT-5 b	1071300.0	106.0
CoRoT-6 b	2143716.0	170.0
HD 10647 b	3225584.0	332.0
K2-237 b	4105100.0	77.0
NGTS-23 b	1129728.0	110.0
TOI-2641 b	829167.0	137.0
WASP-166 b	2475057.0	143.0
WASP-168 b	1578333.0	115.0
HD 23079 b	2528869.0	324.0
HD 38283 b	1236812.0	306.0
HD 7449 b	2479142.0	339.0
BD+20 594 b	1944699.0	238.0
HAT-P-5 b	2083118.0	77.0
HATS-25 b	1011583.0	115.0
HATS-28 b	1131548.0	77.0
HATS-29 b	1253658.0	124.0
HATS-30 b	2286162.0	77.0
HATS-4 b	2392862.0	77.0
HATS-5 b	1635387.0	122.0
HD 110113 b	1542405.0	77.0
HD 110113 c	1542405.0	149.0
HD 137496 b	957414.0	77.0
HD 137496 c	957414.0	313.0
HD 213885 b	1619603.0	77.0
HD 213885 c	1619603.0	129.0
K2-113 b	1199028.0	143.0
Kepler-78 b	5314256.0	77.0
NGTS-12 b	878637.0	159.0
TOI-470 b	3086602.0	195.0
TOI-481 b	1125776.0	180.0
TOI-733 b	1433955.0	139.0
TOI-849 b	1074607.0	77.0
WASP-148 b	1638933.0	167.0
WASP-148 c	1638933.0	229.0
HATS-17 b	2450073.0	201.0
HATS-18 b	1504937.0	78.0
HATS-23 b	1529029.0	77.0
HD 190360 b	933904.0	356.0
Kepler-1513 b	1046327.0	278.0
TOI-1288 b	721435.0	77.0
TOI-1860 b	15479778.0	77.0
TOI-2196 b	1433776.0	77.0
TOI-2260 b	8714196.0	77.0
TOI-5398 b	5510016.0	181.0
TOI-5398 c	5510016.0	129.0
TOI-559 b	1089022.0	155.0
TOI-908 b	1388551.0	77.0
EPIC 211945201 b	1597493.0	210.0
HAT-P-23 b	1582925.0	77.0
HAT-P-66 b	1464014.0	77.0
HATS-11 b	1066730.0	111.0
HD 106252 b	1498015.0	342.0
HD 13931 b	1002779.0	366.0
HD 149026 b	2219627.0	77.0
HD 149143 b	1532662.0	119.0
HD 152843 b	1596946.0	186.0
HD 155358 b	832307.0	285.0
HD 155358 c	787741.0	306.0
HD 171028 b	1029999.0	316.0
HD 214823 b	2056875.0	348.0
HD 233832 b	1169595.0	345.0
HD 43691 b	2314322.0	237.0
HD 74156 b	1658623.0	246.0
HD 74156 c	1658623.0	354.0
HD 75289 b	1303565.0	109.0
HD 75898 b	1752118.0	312.0
HD 82886 b	1339223.0	323.0
TOI-858 B b	1100961.0	77.0
WASP-114 b	1552473.0	77.0
WASP-131 b	1442667.0	137.0
WASP-153 b	1642784.0	99.0
WASP-171 b	1230385.0	110.0
WASP-26 b	1136938.0	77.0
WASP-68 b	1332944.0	139.0
HD 185269 b	1631843.0	161.0
HD 219828 b	1228263.0	104.0
HD 219828 c	1228263.0	369.0
K2-99 b	2411315.0	214.0
TOI-813 b	1715462.0	267.0
47 UMa b	1131672.0	334.0
CoRoT-1 b	2858681.0	77.0
CoRoT-13 b	2888980.0	112.0
CoRoT-23 b	1073845.0	99.0
HAT-P-1 b	1705462.0	126.0
HATS-36 b	5650135.0	117.0
HD 114729 b	821315.0	333.0
HD 11506 b	2298426.0	344.0
HD 11506 c	2298426.0	293.0
HD 11506 d	2298426.0	394.0
HD 132406 b	1049969.0	332.0
HD 1461 b	1054098.0	142.0
HD 1461 c	1054098.0	190.0
HD 150706 b	1935714.0	375.0
HD 156846 b	2328919.0	309.0
HD 159243 b	3493384.0	189.0
HD 159243 c	3493384.0	295.0
HD 17674 b	936712.0	319.0
HD 187085 b	2061872.0	334.0
HD 209458 b	1913128.0	93.0
HD 210277 b	748384.0	310.0
HD 216435 b	1978731.0	341.0
HD 24040 b	1121028.0	364.0
HD 24040 c	1118684.0	315.0
HD 34445 b	963619.0	333.0
HD 34445 c	949038.0	291.0
HD 34445 d	949038.0	273.0
HD 34445 e	949038.0	244.0
HD 34445 f	949038.0	322.0
HD 34445 g	949038.0	373.0
HD 39091 b	1595363.0	350.0
HD 55696 b	2153483.0	349.0
HD 89307 b	2349878.0	350.0
HD 93963 A b	3225584.0	77.0
HD 93963 A c	3225584.0	100.0
HD 96700 b	901855.0	162.0
HD 96700 c	901855.0	206.0
HD 96700 d	901855.0	267.0
HR 5183 b	1012408.0	406.0
K2-100 b	4992723.0	77.0
KELT-10 b	1457153.0	117.0
Kepler-1655 b	2101264.0	184.0
Kepler-66 b	4022278.0	203.0
Qatar-3 b	9128338.0	77.0
Qatar-8 b	955227.0	96.0
TrES-2 b	1784650.0	77.0
WASP-184 b	1447906.0	141.0
WASP-185 b	1132304.0	175.0
WASP-192 b	1239806.0	77.0
XO-7 b	3792073.0	77.0
pi Men c	1595363.0	151.0
psi1 Dra B b	1821492.0	361.0
rho CrB c	818983.0	266.0
rho CrB d	818983.0	297.0
rho CrB e	818983.0	187.0
HD 213240 b	1552629.0	330.0
47 UMa d	1131672.0	392.0
HD 52265 b	1753852.0	276.0
HR 810 b	2127228.0	301.0
HD 141004 b	1148060.0	198.0
WASP-113 b	1225951.0	133.0
WASP-129 b	3994906.0	141.0
WASP-151 b	1266947.0	124.0
HD 142 b	1898323.0	306.0
NGTS-20 b	1649862.0	252.0
47 UMa c	1131672.0	353.0
HD 10180 c	1487360.0	143.0
HD 10180 d	1487360.0	200.0
HD 10180 e	1487360.0	244.0
HD 10180 f	1487360.0	274.0
HD 10180 g	1487360.0	319.0
HD 10180 h	1487360.0	351.0
HD 142415 b	3784559.0	307.0
HD 147873 b	1653532.0	276.0
HD 147873 c	1653532.0	317.0
HD 16417 b	1107160.0	206.0
HD 196067 b	1852882.0	365.0
HD 216437 b	1405820.0	341.0
HD 221420 b	1730408.0	388.0
HD 50499 b	2288189.0	356.0
HD 50499 c	2304208.0	384.0
HD 86226 b	1409815.0	344.0
HD 86226 c	1409815.0	104.0
Kepler-426 b	1151058.0	77.0
TOI-169 b	1426462.0	77.0
WASP-22 b	2028188.0	93.0
WASP-60 b	2859826.0	126.0
XO-1 b	4205262.0	103.0
HD 70573 b	18214054.0	327.0
HD 20782 b	1251803.0	317.0
HD 45184 b	1089022.0	144.0
HD 45184 c	1089022.0	189.0
CoRoT-27 b	1505599.0	97.0
HAT-P-65 b	1306161.0	77.0
HD 105779 b	983778.0	351.0
HD 16175 b	1949722.0	334.0
HD 80653 b	2098389.0	77.0
K2-111 b	662586.0	128.0
K2-111 c	662586.0	193.0
K2-312 c	2098389.0	331.0
WASP-126 b	1155493.0	77.0
WASP-181 b	2139667.0	122.0
WASP-95 b	2356223.0	77.0
CoRoT-31 b	1453136.0	133.0
HD 183263 b	974854.0	320.0
HD 183263 c	1438384.0	368.0
HD 30562 b	1695965.0	338.0
Kepler-44 b	1233138.0	77.0
NGTS-24 b	1441526.0	99.0
CoRoT-17 b	811681.0	83.0
CoRoT-20 b	18763186.0	174.0
CoRoT-20 c	18763186.0	346.0
HD 117618 b	1251867.0	221.0
HD 121504 b	3848676.0	254.0
HD 133131 A b	846267.0	319.0
HD 133131 A c	846267.0	361.0
HD 133131 B b	841985.0	372.0
HD 164595 b	1046897.0	235.0
HD 183579 b	2079130.0	203.0
HD 208487 b	988248.0	277.0
HD 222155 b	1000736.0	366.0
HD 224693 b	1602733.0	225.0
HD 23127 b	1483230.0	338.0
HD 68988 b	1243541.0	152.0
HD 68988 c	1778858.0	396.0
HD 72659 b	1136616.0	363.0
HD 72659 c	1051137.0	398.0
HD 88986 b	1033372.0	281.0
K2-238 b	1275107.0	80.0
K2-38 b	1175324.0	110.0
K2-38 c	1175324.0	179.0
KELT-23 A b	1110504.0	77.0
KELT-8 b	1204852.0	77.0
Kepler-17 b	2680294.0	77.0
Kepler-41 b	1490674.0	77.0
Kepler-427 b	1051331.0	175.0
Kepler-539 b	4300695.0	274.0
Kepler-539 c	4300695.0	339.0
OGLE-TR-10 b	1883107.0	77.0
Qatar-5 b	6321442.0	77.0
TOI-1422 b	1304232.0	188.0
WASP-157 b	2917083.0	108.0
WASP-164 b	1505653.0	77.0
WASP-58 b	726893.0	127.0
HD 6434 b	796073.0	206.0
HD 82943 b	2248732.0	312.0
HD 82943 c	2248732.0	292.0
HD 81040 b	4992718.0	332.0
HD 2039 b	1232054.0	336.0
HD 141937 b	2272678.0	321.0
HD 564 b	1234389.0	312.0
HD 93385 b	1771195.0	159.0
HD 93385 c	1771195.0	191.0
HD 93385 d	1771195.0	241.0
HD 155918 b	740250.0	77.0
HD 155918 c	740250.0	396.0
HD 168009 b	855829.0	195.0
HAT-P-21 b	874744.0	106.0
HAT-P-28 b	1170239.0	77.0
TIC 237913194 b	1224190.0	196.0
WASP-173 A b	1095965.0	77.0
24 Boo b	1081288.0	226.0
HD 134060 b	1254457.0	77.0
HD 134060 c	1254457.0	339.0
HD 154672 b	1010748.0	283.0
Kepler-101 b	1231485.0	96.0
Kepler-101 c	1231485.0	150.0
HD 160691 d	1249936.0	177.0
HD 195019 b	1866188.0	206.0
HD 135625 b	1526280.0	367.0
HD 27631 b	1520035.0	350.0
16 Cyg B b	1041415.0	325.0
CoRoT-22 b	1791821.0	176.0
CoRoT-30 b	1867113.0	169.0
CoRoT-9 b	1164719.0	264.0
HATS-16 b	862136.0	77.0
HD 10697 b	1060729.0	333.0
HD 108236 b	1058755.0	77.0
HD 108236 c	1058755.0	139.0
HD 108236 d	1058755.0	188.0
HD 108236 e	1058755.0	204.0
HD 108236 f	1058755.0	220.0
HD 109749 b	1801872.0	138.0
HD 125612 b	2716363.0	317.0
HD 125612 c	2716363.0	112.0
HD 125612 d	2716363.0	357.0
HD 145377 b	3443552.0	270.0
HD 187123 b	1032283.0	77.0
HD 187123 c	1032283.0	364.0
HD 189567 b	754816.0	190.0
HD 189567 c	754816.0	227.0
HD 196050 b	1547103.0	342.0
HD 220689 b	1412703.0	351.0
HD 44219 b	983231.0	314.0
K2-292 b	1081695.0	201.0
Kepler-412 b	1310575.0	77.0
TOI-5542 b	776758.0	255.0
WASP-21 b	748384.0	116.0
HD 165131 b	2037910.0	353.0
HD 102365 b	865970.0	271.0
HD 147513 b	9280871.0	316.0
HD 33283 b	1763914.0	210.0
HD 94771 b	1262349.0	352.0
HD 98649 b	1443741.0	373.0
HD 199509 b	2906771.0	267.0
HAT-P-13 b	1412102.0	77.0
HAT-P-13 c	1412102.0	314.0
K2-115 b	793883.0	207.0
KELT-14 b	1372282.0	77.0
WASP-133 b	1119413.0	77.0
WASP-147 b	944804.0	124.0
WASP-70 A b	890747.0	102.0
HD 114613 b	1490052.0	367.0
HD 38529 b	1829883.0	193.0
HD 38529 c	1829883.0	350.0
HD 126525 b	837160.0	329.0
HD 136352 b	709851.0	180.0
HD 136352 c	709851.0	219.0
HD 136352 d	709851.0	267.0
HD 37124 b	1491382.0	277.0
HD 37124 c	1491382.0	326.0
HD 37124 d	1491382.0	345.0
HD 42618 b	1623308.0	279.0
K2-60 b	833786.0	77.0
Kepler-129 b	1165948.0	201.0
Kepler-129 c	1165948.0	263.0
Kepler-129 d	1165948.0	357.0
Kepler-423 b	759109.0	77.0
Kepler-69 b	809621.0	178.0
Kepler-69 c	809621.0	286.0
NGTS-17 b	889773.0	77.0
TrES-3 b	4244678.0	77.0
BD+15 2375 b	1040492.0	281.0
CoRoT-26 b	946023.0	118.0
HAT-P-15 b	1081695.0	180.0
HAT-P-25 b	1797790.0	89.0
HAT-P-38 b	811504.0	117.0
HD 102956 b	2490736.0	165.0
HD 108874 b	993885.0	306.0
HD 108874 c	960263.0	343.0
HD 11755 b	767411.0	308.0
HD 12648 b	1311697.0	278.0
HD 136418 b	1679616.0	315.0
HD 163607 b	952235.0	259.0
HD 163607 c	952235.0	339.0
HD 164509 b	2284884.0	299.0
HD 168443 b	782036.0	248.0
HD 168443 c	782036.0	345.0
HD 168746 b	987382.0	152.0
HD 17156 b	1862342.0	215.0
HD 220197 b	812396.0	344.0
HD 28185 b	1011583.0	306.0
HD 28185 c	2119043.0	396.0
HD 29021 b	985831.0	337.0
HD 4113 b	1128557.0	315.0
HD 4203 b	984052.0	311.0
HD 4203 c	930259.0	376.0
HD 4313 b	2725794.0	311.0
HD 5319 b	1926035.0	323.0
HD 5319 c	1926035.0	331.0
HD 5891 b	3425379.0	286.0
HD 73534 b	1094244.0	347.0
HD 75784 b	1620697.0	306.0
HD 75784 c	1334489.0	382.0
HD 79498 b	2040421.0	347.0
HD 80606 b	1226635.0	270.0
HD 88133 b	1332849.0	99.0
HD 89345 b	1047130.0	187.0
HD 96167 b	1428262.0	316.0
HD 98736 b	1004492.0	329.0
HIP 14810 b	1199331.0	152.0
HIP 14810 c	1199331.0	279.0
HIP 14810 d	1199331.0	331.0
TOI-2180 b	987987.0	297.0
WASP-119 b	976307.0	77.0
WASP-123 b	1110983.0	77.0
WASP-182 b	1202246.0	77.0
WASP-5 b	1249636.0	77.0
WASP-97 b	1414643.0	77.0
HD 1397 b	1511831.0	189.0
HD 106270 b	1578607.0	351.0
HD 16141 b	1038055.0	259.0
HD 170469 b	1116483.0	336.0
HD 179079 b	1094885.0	196.0
HD 188015 b	1124105.0	312.0
HD 32963 b	1311606.0	352.0
BD-13 2130 b	5621845.0	325.0
HD 48265 b	1582105.0	328.0
HD 68402 b	2528869.0	335.0
61 Vir b	889134.0	109.0
61 Vir c	889134.0	232.0
61 Vir d	889134.0	272.0
CoRoT-16 b	1113203.0	139.0
EPIC 220674823 b	1002032.0	77.0
EPIC 220674823 c	1002032.0	188.0
HAT-P-22 b	754043.0	77.0
HAT-P-36 b	1110725.0	77.0
HD 106515 A b	745305.0	361.0
HD 107148 b	1262143.0	244.0
HD 107148 c	1259595.0	206.0
HD 109271 b	1043882.0	163.0
HD 109271 c	1043882.0	226.0
HD 134987 b	962746.0	296.0
HD 134987 c	962746.0	370.0
HD 154857 b	1435291.0	315.0
HD 154857 c	1389525.0	367.0
HD 159868 b	1049898.0	338.0
HD 159868 c	1049898.0	306.0
HD 167677 b	759573.0	345.0
HD 190647 b	990870.0	336.0
HD 204313 b	1739205.0	349.0
HD 204313 c	1739205.0	230.0
HD 204313 e	1739205.0	378.0
HD 207832 b	3257416.0	282.0
HD 207832 c	3193033.0	334.0
HD 219666 b	823270.0	185.0
HD 222582 b	850509.0	317.0
HD 28254 b	1200853.0	340.0
HD 45350 b	967220.0	331.0
HD 49674 b	1660263.0	136.0
HD 65216 b	1498493.0	315.0
HD 65216 c	1498493.0	369.0
HD 72892 b	974055.0	235.0
HD 74698 b	993270.0	196.0
HD 74698 c	993270.0	361.0
HD 75302 b	2419827.0	367.0
HIP 91258 b	2170504.0	136.0
KOI-1257 b	878467.0	262.0
Kepler-1654 b	1330332.0	333.0
Kepler-22 b	1025653.0	296.0
Kepler-77 b	1002032.0	77.0
NGTS-18 b	797145.0	77.0
TOI-1710 b	1486114.0	214.0
WASP-135 b	5670693.0	77.0
HD 63433 b	7330297.0	155.0
HD 63433 c	7330297.0	208.0
51 Peg b	846008.0	118.0
70 Vir b	1010831.0	273.0
HD 4308 b	1446683.0	195.0
HD 90156 b	1394495.0	240.0
HD 156279 b	1497373.0	275.0
HD 156279 c	1497373.0	368.0
WASP-130 b	2493050.0	183.0
WASP-165 b	1438949.0	101.0
WASP-56 b	1067395.0	127.0
WASP-57 b	2020502.0	77.0
WASP-65 b	955553.0	77.0
18 Del b	4293878.0	340.0
HD 190360 c	929469.0	201.0
GJ 3021 b	7799293.0	274.0
HATS-54 b	986221.0	77.0
HD 102117 b	851969.0	210.0
HD 143361 b	1888260.0	332.0
HD 152079 b	2934327.0	359.0
HD 202206 c	1944845.0	339.0
HD 47186 b	1104304.0	109.0
HD 47186 c	1104304.0	339.0
HD 70642 b	4292424.0	351.0
HD 73526 b	915410.0	286.0
HD 73526 c	865209.0	306.0
HD 76700 b	787675.0	109.0
HD 92788 b	2153713.0	304.0
HD 92788 c	2153713.0	389.0
HD 96063 b	971988.0	309.0
K2-140 b	842732.0	149.0
K2-30 b	1535122.0	101.0
KOI-142 b	2880409.0	181.0
KOI-142 c	2313152.0	212.0
NGTS-15 b	1760691.0	77.0
WASP-46 b	825351.0	77.0
WASP-49 b	735217.0	77.0
HAT-P-51 b	951649.0	111.0
WASP-64 b	3520894.0	77.0
WASP-98 b	1933359.0	77.0
HD 120084 b	4543288.0	359.0
HD 140901 c	1815627.0	393.0
HD 117207 b	1509943.0	355.0
K2-261 b	899108.0	185.0
K2-29 b	2042076.0	77.0
LTT 9779 b	2442397.0	77.0
NGTS-16 b	824501.0	117.0
TOI-5678 b	913521.0	240.0
HD 4208 b	1551684.0	325.0
HAT-P-27 b	1421158.0	77.0
HD 173416 b	3135293.0	311.0
HD 20794 e	1153562.0	275.0
WASP-104 b	1904164.0	77.0
WASP-4 b	1025653.0	77.0
WASP-83 b	1358167.0	134.0
WASP-96 b	985191.0	77.0
HD 167768 b	1296927.0	211.0
HD 11977 b	3973803.0	331.0
HD 126614 b	1031910.0	336.0
HD 175541 b	2732415.0	304.0
HD 181234 b	1119842.0	378.0
HD 192699 b	2830682.0	307.0
HD 200964 b	2006980.0	323.0
HD 200964 c	2006980.0	331.0
HD 212771 b	1303551.0	312.0
HD 217107 b	1196678.0	164.0
HD 217107 c	1191324.0	367.0
HD 221585 b	1196555.0	337.0
HD 28678 b	2889473.0	312.0
HD 73256 c	2317631.0	355.0
HD 9174 b	906009.0	336.0
HD 66428 b	1686818.0	351.0
HD 66428 c	1686818.0	386.0
EPIC 249893012 b	910202.0	93.0
EPIC 249893012 c	910202.0	201.0
EPIC 249893012 d	910202.0	233.0
55 Cnc d	1220102.0	371.0
55 Cnc e	810575.0	77.0
HD 100777 b	1237240.0	307.0
HD 111232 b	1281626.0	335.0
HD 111232 c	701849.0	404.0
HD 165155 b	793495.0	310.0
HD 171238 b	999172.0	341.0
HD 20794 b	1118585.0	196.0
HD 20794 c	1118585.0	228.0
HD 20794 d	1118585.0	257.0
HD 30177 b	2100477.0	353.0
HD 30177 c	759191.0	388.0
K2-138 b	1941034.0	77.0
K2-138 c	1941034.0	77.0
K2-138 d	1941034.0	133.0
K2-138 e	1941034.0	162.0
K2-138 f	1941034.0	186.0
K2-138 g	1941034.0	236.0
K2-265 b	839825.0	77.0
Kepler-447 b	2019502.0	161.0
TOI-132 b	1125358.0	77.0
WASP-19 b	1118336.0	77.0
WASP-44 b	811724.0	77.0
WASP-77 A b	1123383.0	77.0
WASP-8 b	1642784.0	164.0
WASP-8 c	1555200.0	367.0
XO-5 b	942623.0	114.0
HD 219077 b	888567.0	371.0
tau Cet e	698049.0	278.0
tau Cet f	698049.0	316.0
tau Cet g	698049.0	202.0
tau Cet h	698049.0	238.0
CoRoT-28 b	748384.0	136.0
HD 45652 b	923005.0	237.0
HD 18742 b	2389775.0	328.0
HD 95089 b	2318140.0	317.0
HD 95089 c	2840075.0	351.0
HD 99109 b	3812691.0	309.0
55 Cnc c	810575.0	237.0
55 Cnc f	810575.0	294.0
HD 177565 b	1073359.0	239.0
HD 154345 b	800394.0	359.0
K2-229 b	1223325.0	77.0
K2-229 c	1223325.0	161.0
WASP-183 b	610367.0	86.0
HD 100655 b	3883748.0	288.0
HD 14067 b	6032616.0	366.0
PZ Tel b	12508528.0	418.0
TOI-157 b	706312.0	77.0
HD 142022 A b	1036126.0	346.0
CoRoT-18 b	32795480.0	77.0
CoRoT-7 b	2564942.0	77.0
CoRoT-7 c	2609008.0	80.0
HATS-15 b	763345.0	77.0
HD 147018 b	1112497.0	237.0
HD 147018 c	1112497.0	331.0
HD 164922 b	848867.0	335.0
HD 164922 c	848867.0	256.0
HD 164922 d	848867.0	185.0
HD 164922 e	846693.0	235.0
HD 191939 b	875849.0	165.0
HD 191939 c	875849.0	220.0
HD 191939 d	875849.0	231.0
HD 191939 e	875849.0	265.0
HD 191939 f	875849.0	349.0
HD 191939 g	875849.0	296.0
HD 30669 b	1340141.0	343.0
HD 63765 b	1252808.0	302.0
K2-19 b	943515.0	157.0
K2-19 c	943515.0	180.0
K2-19 d	943515.0	77.0
K2-24 b	1329535.0	212.0
K2-24 c	1329535.0	239.0
K2-263 b	1030925.0	241.0
K2-32 b	938877.0	164.0
K2-32 c	938877.0	205.0
