Name	Corona Temp. (K)	Wind Speed (km/s)
HD 92788 c	2153713.0	689.0
HD 152079 b	2932879.0	765.0
HD 70642 b	4291042.0	941.0
Kepler-88 d	2880409.0	731.0
HD 47186 c	1104304.0	410.0
HD 143361 b	1887482.0	557.0
HD 20794 f	1147430.0	402.0
HD 96063 b	971988.0	326.0
HD 73526 c	866035.0	313.0
HD 92788 b	2153713.0	545.0
GJ 3021 b	7799293.0	1143.0
HD 20794 d	1147430.0	331.0
KOI-142 c	2313152.0	437.0
HD 102117 b	851969.0	199.0
HD 20794 b	1147430.0	262.0
KOI-142 b	2880409.0	461.0
K2-140 b	842732.0	148.0
HD 47186 b	1104304.0	166.0
HD 76700 b	787675.0	112.0
K2-30 b	1541042.0	231.0
NGTS-15 b	1762498.0	242.0
WASP-49 b	735217.0	87.0
HATS-54 b	986221.0	113.0
WASP-46 b	824889.0	95.0
HD 190360 c	929469.0	209.0
18 Del b	4293878.0	863.0
HD 156279 c	1497373.0	537.0
HD 156279 b	1497373.0	405.0
WASP-130 b	2493050.0	415.0
WASP-56 b	1067395.0	195.0
WASP-165 b	1438432.0	186.0
WASP-57 b	2018743.0	270.0
WASP-65 b	980329.0	104.0
TOI-1386 c	1807240.0	479.0
70 Vir b	1010831.0	301.0
HD 90156 b	1394495.0	349.0
TOI-1386 b	1807240.0	372.0
HD 4308 b	1446683.0	296.0
51 Peg b	846008.0	123.0
HD 134606 d	1042957.0	383.0
HD 134606 c	1042957.0	282.0
HD 134606 f	1042957.0	248.0
HD 134606 b	1042957.0	209.0
HD 134606 e	1042957.0	153.0
HD 134987 c	962746.0	409.0
HD 65216 c	1499903.0	543.0
HD 154857 c	1389129.0	483.0
HD 75302 b	2419827.0	702.0
HD 74698 c	993046.0	408.0
HD 106515 A b	745305.0	347.0
HD 204313 b	1739205.0	553.0
HD 167677 b	759573.0	333.0
HD 28254 b	1200853.0	427.0
HD 159868 b	1049898.0	386.0
HD 190647 b	990651.0	376.0
HD 207832 c	3193033.0	770.0
Kepler-1654 b	1330618.0	449.0
HD 45350 b	967220.0	367.0
HD 222582 b	850509.0	317.0
HD 65216 b	1499903.0	467.0
HD 154857 b	1435291.0	407.0
HD 159868 c	1049898.0	346.0
Kepler-22 b	1024856.0	345.0
HD 134987 b	962746.0	319.0
HD 207832 b	3257416.0	671.0
61 Vir d	889579.0	283.0
KOI-1257 b	878467.0	266.0
HD 107148 b	1262143.0	311.0
HD 72892 b	974055.0	253.0
61 Vir c	889579.0	238.0
HD 204313 c	1739205.0	378.0
HD 109271 c	1043188.0	254.0
TOI-1710 b	3031399.0	531.0
HD 107148 c	1258370.0	264.0
HD 74698 b	993046.0	212.0
EPIC 220674823 c	992986.0	212.0
HD 219666 b	823270.0	178.0
HD 109271 b	1043188.0	187.0
CoRoT-16 b	1112734.0	174.0
HD 49674 b	1660263.0	257.0
HIP 91258 b	2170504.0	329.0
61 Vir b	889579.0	133.0
Kepler-77 b	1002032.0	142.0
NGTS-18 b	797732.0	104.0
HAT-P-22 b	754043.0	81.0
WASP-135 b	5670693.0	539.0
HAT-P-36 b	1110725.0	99.0
EPIC 220674823 b	992986.0	36.0
HD 68402 b	2528869.0	661.0
HD 48265 b	1582640.0	478.0
BD-13 2130 b	5621845.0	974.0
HD 32963 b	1311606.0	474.0
HD 106270 b	1578607.0	508.0
HD 170469 b	1116483.0	404.0
HD 188015 b	1124105.0	375.0
HD 16141 b	1038055.0	288.0
HD 179079 b	1094885.0	223.0
HD 1397 b	1512859.0	268.0
HD 75784 c	1334489.0	507.0
HD 4203 c	930259.0	412.0
HD 73534 b	1094244.0	410.0
HD 79498 b	2040421.0	601.0
HD 220197 b	812396.0	347.0
HD 108874 c	960263.0	382.0
HD 163607 c	952235.0	368.0
HD 29021 b	985831.0	386.0
HIP 14810 d	1199331.0	419.0
HD 5319 c	1926035.0	546.0
HD 98736 b	1004492.0	378.0
HD 5319 b	1926035.0	533.0
HD 96167 b	1428262.0	433.0
HD 136418 b	1679616.0	468.0
HD 4113 b	1128052.0	383.0
HD 4203 b	984052.0	336.0
HD 4313 b	2725794.0	618.0
HD 11755 b	767411.0	307.0
HD 108874 b	993885.0	339.0
HD 28185 b	1011583.0	348.0
HD 75784 b	1620697.0	454.0
HD 164509 b	2284884.0	560.0
TOI-2180 b	988200.0	325.0
HD 5891 b	3425379.0	646.0
BD+15 2375 b	1040492.0	318.0
HIP 14810 c	1199331.0	351.0
HD 12648 b	1311697.0	396.0
HD 80606 b	1226635.0	337.0
HD 163607 b	952235.0	271.0
HD 168443 b	782036.0	230.0
HD 17156 b	1862342.0	348.0
HD 89345 b	1046485.0	203.0
HAT-P-15 b	1081695.0	213.0
HD 102956 b	2490736.0	341.0
Kepler-63 b	11550515.0	1154.0
HD 168746 b	987382.0	166.0
HIP 14810 b	1199331.0	205.0
CoRoT-26 b	946023.0	134.0
HAT-P-38 b	810637.0	128.0
HD 88133 b	1332849.0	170.0
HAT-P-25 b	1797790.0	251.0
WASP-182 b	1201237.0	161.0
WASP-123 b	1110089.0	135.0
WASP-119 b	976307.0	113.0
WASP-97 b	1414643.0	150.0
WASP-5 b	1249636.0	128.0
Kepler-129 d	1165488.0	439.0
HD 37124 d	1491382.0	507.0
HD 126525 b	836499.0	337.0
HD 37124 c	1491382.0	482.0
Kepler-69 c	666995.0	252.0
HD 42618 b	1624977.0	429.0
HD 37124 b	1491382.0	414.0
HD 136352 d	709851.0	240.0
Kepler-129 c	1165488.0	314.0
HD 136352 c	709851.0	191.0
Kepler-129 b	1165488.0	238.0
HD 136352 b	709851.0	154.0
Kepler-69 b	666995.0	149.0
K2-60 b	833786.0	113.0
NGTS-17 b	890819.0	106.0
Kepler-423 b	759109.0	93.0
TrES-3 b	4243129.0	422.0
HD 38529 c	1565647.0	499.0
HD 38529 b	2008547.0	328.0
WASP-147 b	945667.0	142.0
WASP-70 A b	889959.0	117.0
HAT-P-13 b	1412102.0	167.0
WASP-133 b	1119413.0	117.0
KELT-14 b	1372031.0	129.0
HD 199509 b	2906771.0	599.0
HD 98649 b	1443741.0	528.0
HD 94771 b	1262349.0	453.0
HD 33283 b	1763914.0	329.0
HD 147513 b	9280871.0	1364.0
HD 102365 b	865970.0	281.0
HD 187123 c	1032283.0	421.0
HD 125612 d	2716363.0	733.0
HD 220689 b	1411510.0	491.0
HD 196050 b	1547103.0	494.0
HD 10697 b	1060729.0	392.0
16 Cyg B b	1041415.0	373.0
HD 125612 b	2716363.0	661.0
HD 44219 b	983231.0	341.0
HD 145377 b	3443552.0	659.0
CoRoT-9 b	1164719.0	329.0
TOI-5542 b	776758.0	241.0
HD 189567 c	754816.0	211.0
HD 108236 f	1058485.0	262.0
HD 108236 e	1058485.0	245.0
K2-292 b	1081695.0	235.0
HD 189567 b	754816.0	176.0
HD 108236 d	1058485.0	228.0
CoRoT-22 b	1791483.0	309.0
CoRoT-30 b	1867113.0	322.0
HD 108236 c	1058485.0	185.0
HD 109749 b	1801872.0	269.0
WASP-21 b	748384.0	107.0
HD 125612 c	2716363.0	366.0
HD 108236 b	1058485.0	159.0
HD 187123 b	1032283.0	134.0
HATS-16 b	862136.0	102.0
Kepler-412 b	1309815.0	124.0
HD 135625 b	1526280.0	527.0
HD 27631 b	1521377.0	515.0
HD 195019 b	1866188.0	349.0
HD 160691 d	1249936.0	228.0
HD 134060 c	1255747.0	437.0
HD 154672 b	1010748.0	309.0
24 Boo b	1081288.0	260.0
Kepler-101 c	1231485.0	195.0
Kepler-101 b	1231485.0	162.0
HD 134060 b	1255747.0	165.0
TIC 237913194 b	1223130.0	252.0
HAT-P-21 b	874744.0	107.0
HAT-P-28 b	1168958.0	157.0
HD 155918 c	740250.0	380.0
HD 168009 b	855011.0	189.0
HD 155918 b	740250.0	97.0
HD 141937 b	2272678.0	597.0
HD 564 b	1234670.0	404.0
HD 93385 d	1771195.0	397.0
HD 93385 c	1771195.0	329.0
HD 93385 b	1771195.0	293.0
HD 2039 b	1232054.0	422.0
HD 81040 b	4936133.0	986.0
HD 82943 b	2248732.0	578.0
HD 82943 c	2248732.0	546.0
HD 6434 b	796073.0	181.0
HD 133131 B b	841985.0	386.0
HD 222155 b	1000736.0	409.0
HD 72659 b	1136616.0	443.0
HD 133131 A c	846267.0	374.0
Kepler-539 c	4299278.0	920.0
HD 23127 b	1482688.0	478.0
HD 133131 A b	846267.0	327.0
HD 88986 b	1033372.0	309.0
HD 208487 b	988248.0	299.0
Kepler-539 b	4299278.0	782.0
HD 121504 b	3848676.0	648.0
HD 164595 b	1046897.0	269.0
HD 224693 b	1602733.0	330.0
HD 117618 b	1251087.0	283.0
HD 183579 b	1831837.0	356.0
TOI-1422 b	1304521.0	260.0
K2-38 c	1176335.0	224.0
Kepler-427 b	1051331.0	206.0
CoRoT-20 b	18763186.0	1568.0
HD 68988 b	1243541.0	191.0
TOI-5005 b	2304105.0	355.0
WASP-58 b	726893.0	105.0
K2-38 b	1176335.0	169.0
WASP-157 b	2917083.0	384.0
CoRoT-17 b	811681.0	106.0
K2-238 b	1275107.0	163.0
KELT-8 b	1204852.0	188.0
OGLE-TR-10 b	1883107.0	241.0
Qatar-5 b	6319610.0	653.0
KELT-23 A b	1111557.0	131.0
Kepler-41 b	1490674.0	155.0
WASP-164 b	1504329.0	168.0
Kepler-17 b	2680294.0	278.0
HD 183263 c	1438384.0	519.0
HD 30562 b	1695965.0	523.0
HD 183263 b	974854.0	353.0
CoRoT-31 b	1453136.0	207.0
NGTS-24 b	1441526.0	185.0
Kepler-44 b	1223043.0	162.0
HD 105779 b	983778.0	400.0
HD 16175 b	1949722.0	540.0
TIC 139270665 c	1733993.0	526.0
K2-312 c	2098389.0	581.0
TIC 139270665 b	1733993.0	356.0
K2-111 c	662586.0	158.0
K2-111 b	662586.0	111.0
WASP-181 b	2139667.0	307.0
CoRoT-27 b	1505599.0	211.0
WASP-126 b	1155493.0	150.0
HAT-P-65 b	1658791.0	192.0
WASP-95 b	2356223.0	237.0
HD 80653 b	2098389.0	144.0
HD 86728 b	860316.0	222.0
HD 20782 b	1251803.0	411.0
HD 45184 c	1089022.0	222.0
HD 45184 b	1089022.0	179.0
HD 70573 b	18214054.0	2077.0
HD 50499 c	2304208.0	700.0
HD 196067 b	1852882.0	587.0
HD 50499 b	2289299.0	650.0
47 UMa c	1131672.0	431.0
HD 10180 h	1487360.0	505.0
HD 86226 b	1409518.0	480.0
HD 216437 b	1405820.0	467.0
HD 10180 g	1487360.0	459.0
HD 147873 c	1653532.0	471.0
HD 142415 b	3784559.0	786.0
HD 147873 b	1653532.0	409.0
HD 10180 f	1487360.0	395.0
HD 10180 e	1487360.0	354.0
HD 16417 b	1107160.0	232.0
HD 10180 d	1487360.0	297.0
HIP 67522 c	42460108.0	2668.0
HIP 67522 b	42460108.0	2528.0
HD 10180 c	1487360.0	236.0
WASP-60 b	2859826.0	377.0
HD 86226 c	1409518.0	203.0
XO-1 b	4205262.0	534.0
WASP-22 b	2028188.0	240.0
Kepler-426 b	1151058.0	161.0
TOI-169 b	1425641.0	161.0
HD 142 b	1898323.0	505.0
NGTS-20 b	1649862.0	367.0
WASP-129 b	3994906.0	530.0
WASP-113 b	1225511.0	170.0
WASP-151 b	1267209.0	188.0
HD 141004 b	1148532.0	240.0
47 UMa d	1131672.0	481.0
HR 810 b	2127228.0	527.0
HD 52265 b	1755093.0	435.0
HD 213240 b	1552629.0	465.0
HD 11506 d	2209097.0	725.0
HR 5183 b	1012408.0	467.0
HD 150706 b	1935714.0	623.0
HD 34445 g	949038.0	410.0
HD 24040 b	1121028.0	440.0
psi1 Dra B b	1821492.0	578.0
HD 89307 b	2349878.0	650.0
HD 55696 b	2153483.0	614.0
HD 11506 b	2209097.0	621.0
HD 216435 b	1978731.0	571.0
HD 187085 b	2061517.0	578.0
47 UMa b	1131672.0	406.0
HD 34445 b	963619.0	363.0
HD 114729 b	820475.0	337.0
HD 132406 b	1036322.0	385.0
HD 34445 f	949038.0	349.0
HD 17674 b	936712.0	346.0
HD 24040 c	1119609.0	377.0
HD 210277 b	748384.0	289.0
HD 156846 b	2328919.0	570.0
rho CrB d	818983.0	294.0
HD 159243 c	3496214.0	722.0
HD 11506 c	2209097.0	534.0
HD 34445 c	949038.0	311.0
HD 34445 d	949038.0	289.0
HD 96700 d	901855.0	282.0
rho CrB c	818983.0	260.0
HD 34445 e	949038.0	255.0
HD 96700 c	901855.0	216.0
Kepler-66 b	4020927.0	619.0
HD 1461 c	1054098.0	218.0
HD 159243 b	3496214.0	531.0
rho CrB e	818983.0	176.0
Kepler-1655 b	2101264.0	368.0
WASP-185 b	1132304.0	207.0
HD 96700 b	901855.0	174.0
pi Men c	1586025.0	255.0
HD 1461 b	1054098.0	173.0
WASP-184 b	1447906.0	214.0
HAT-P-1 b	1705776.0	244.0
KELT-10 b	1457724.0	208.0
HATS-36 b	5650135.0	640.0
CoRoT-13 b	2888980.0	380.0
CoRoT-23 b	1073845.0	142.0
Qatar-8 b	955007.0	132.0
HD 93963 A c	3380231.0	422.0
WASP-192 b	1239806.0	155.0
Qatar-3 b	9122201.0	835.0
TrES-2 b	1784650.0	188.0
K2-100 b	4992723.0	494.0
CoRoT-1 b	2858681.0	317.0
HD 93963 A b	3380231.0	307.0
K2-99 c	1758013.0	490.0
K2-99 b	1758013.0	326.0
HD 185269 b	1631843.0	254.0
HD 219828 b	1228263.0	175.0
HD 13931 b	1002779.0	407.0
HD 74156 c	1658623.0	541.0
HD 233832 b	1169595.0	447.0
HD 106252 b	1498015.0	496.0
HD 82886 b	1339223.0	386.0
HD 171028 b	1029999.0	342.0
HD 155358 c	787741.0	298.0
HD 155358 b	832307.0	274.0
HD 74156 b	1658623.0	382.0
HD 43691 b	2314322.0	450.0
EPIC 211945201 b	1597493.0	318.0
TIC 393818343 b	1623418.0	316.0
HD 152843 b	1596946.0	290.0
TOI-1135 b	6094916.0	735.0
WASP-68 b	1332944.0	179.0
WASP-131 b	1075480.0	170.0
HD 149143 b	1532662.0	212.0
HATS-11 b	1066730.0	132.0
WASP-171 b	1230626.0	167.0
HD 75289 b	1303565.0	168.0
WASP-153 b	1641699.0	205.0
TOI-858 B b	1101196.0	144.0
HD 149026 b	2219627.0	256.0
HAT-P-66 b	1462711.0	178.0
WASP-114 b	1552206.0	141.0
HAT-P-23 b	1582925.0	136.0
HD 190360 b	933904.0	389.0
TOI-1288 c	1103063.0	371.0
Kepler-1513 b	1047081.0	326.0
HATS-17 b	2450496.0	427.0
TOI-5398 b	5506791.0	710.0
TOI-559 b	1088052.0	189.0
TOI-5398 c	5506791.0	635.0
TOI-908 b	1388551.0	192.0
TOI-1288 b	1103063.0	140.0
HATS-23 b	1529323.0	172.0
TOI-2196 b	1434374.0	125.0
TOI-1860 b	15479778.0	1101.0
HATS-18 b	1504012.0	119.0
TOI-2260 b	8714196.0	65.0
HD 137496 c	957414.0	341.0
Kepler-1489 b	1501488.0	387.0
BD+20 594 b	1944699.0	379.0
Kepler-879 b	1482153.0	334.0
TOI-470 b	3086602.0	521.0
TOI-481 b	1125776.0	211.0
Kepler-963 b	1494732.0	276.0
NGTS-12 b	878845.0	158.0
HD 110113 c	1541433.0	255.0
K2-113 b	1199028.0	195.0
TOI-733 b	1432690.0	234.0
HD 213885 c	1618964.0	242.0
HATS-29 b	1254197.0	190.0
HATS-5 b	1633963.0	252.0
HATS-25 b	1012526.0	151.0
HATS-30 b	2287398.0	294.0
HATS-28 b	1131278.0	156.0
HAT-P-5 b	2083118.0	269.0
HATS-4 b	2393320.0	295.0
HD 110113 b	1541433.0	190.0
HD 137496 b	957414.0	95.0
HD 213885 b	1618964.0	130.0
TOI-849 b	1084841.0	142.0
Kepler-78 b	5313177.0	81.0
TOI-837 b	32312692.0	2197.0
HD 7449 b	2477511.0	656.0
HD 23079 b	2528869.0	640.0
HD 38283 b	1236812.0	377.0
NGC 2682 Sand 1429 b	1544399.0	376.0
TOI-2458 c	1229454.0	257.0
TOI-2458 b	1229454.0	173.0
HD 10647 b	3225584.0	759.0
CoRoT-6 b	2143716.0	353.0
WASP-166 b	2475057.0	350.0
TOI-2641 b	829167.0	122.0
WASP-168 b	1578333.0	227.0
CoRoT-19 b	1384541.0	189.0
NGTS-23 b	1129728.0	166.0
CoRoT-5 b	1071300.0	156.0
CoRoT-14 b	1531966.0	147.0
K2-107 b	1567281.0	197.0
WASP-106 b	1101666.0	198.0
HD 220773 b	1493496.0	520.0
HD 103891 b	1719471.0	538.0
TIC 172900988 b	1915860.0	497.0
WASP-117 b	1484467.0	253.0
K2-12 b	898602.0	169.0
WASP-193 b	1464283.0	238.0
WASP-20 b	1107160.0	163.0
CoRoT-25 b	1451407.0	219.0
WASP-73 b	1819008.0	170.0
WASP-159 b	1851351.0	238.0
WASP-176 b	1454910.0	191.0
WASP-54 b	1090426.0	153.0
WASP-141 b	1394728.0	177.0
WASP-124 b	2424225.0	316.0
HAT-P-43 b	1224190.0	167.0
WASP-75 b	1734930.0	207.0
WASP-74 b	1619085.0	200.0
WASP-94 B b	1615045.0	171.0
HD 28109 d	3897409.0	700.0
HD 28109 c	3897409.0	672.0
HD 28109 b	3897409.0	584.0
HD 224538 b	2575531.0	667.0
HD 108147 b	1869417.0	320.0
AF Lep b	37791749.0	1001.0
HD 75898 c	1893134.0	615.0
HD 67087 c	3271195.0	797.0
HD 25171 b	1385777.0	477.0
ups And d	1407195.0	463.0
HD 196885 A b	1920892.0	557.0
HD 50554 b	2364821.0	644.0
HD 13908 c	2021165.0	564.0
HD 19994 b	2323691.0	581.0
HD 153950 b	1541682.0	453.0
HD 75898 b	1893134.0	509.0
HD 67087 b	3271195.0	702.0
HD 40979 b	1806477.0	465.0
HD 169830 b	2028291.0	508.0
HD 231701 b	1780977.0	445.0
Kepler-117 c	1311469.0	322.0
TOI-5153 b	1323105.0	275.0
HD 13908 b	2021165.0	373.0
DMPP-1 b	2558527.0	444.0
Kepler-117 b	1311469.0	273.0
HD 110082 b	10618749.0	1115.0
Kepler-74 b	4796694.0	612.0
WASP-38 b	1987500.0	267.0
DMPP-1 c	2558527.0	373.0
DMPP-1 e	2558527.0	360.0
ups And b	1407195.0	198.0
NGTS-9 b	4327496.0	512.0
TOI-1408 b	2128473.0	287.0
TrES-4 b	2352468.0	321.0
Kepler-43 b	5414177.0	574.0
HD 179949 b	4131297.0	471.0
DMPP-1 d	2558527.0	309.0
HD 217786 c	1036523.0	116.0
TOI-1408 c	2128473.0	232.0
HD 212301 b	4321922.0	391.0
OGLE-TR-56 b	1935714.0	174.0
WASP-103 b	1609337.0	118.0
HD 156411 b	1546478.0	476.0
CoRoT-21 b	1602482.0	189.0
HD 148164 c	2261030.0	675.0
HD 23596 b	1245258.0	441.0
HD 132563 b	2335172.0	635.0
KELT-6 c	1380939.0	462.0
HD 31253 b	2096549.0	527.0
HD 148164 b	2261030.0	560.0
TOI-1338 c	1474473.0	420.0
HD 8574 b	1315134.0	376.0
TOI-1338 b	1474473.0	386.0
Kepler-25 d	2051428.0	468.0
Kepler-25 c	2051428.0	357.0
TOI-677 b	1975251.0	339.0
KELT-6 b	1260732.0	196.0
WASP-99 b	1949252.0	296.0
Kepler-25 b	2051428.0	310.0
WASP-150 b	2030991.0	289.0
HAT-P-2 b	3272756.0	432.0
WASP-169 b	1698461.0	248.0
HAT-P-29 b	2495208.0	335.0
WASP-94 A b	2240195.0	267.0
KELT-2 A b	1703220.0	212.0
HAT-P-24 b	2035700.0	263.0
WASP-71 b	2057152.0	233.0
WASP-28 b	1243574.0	172.0
HAT-P-56 b	2593441.0	304.0
HAT-P-16 b	2570574.0	307.0
WASP-142 b	2615692.0	278.0
HD 86081 b	1720803.0	190.0
HD 142 c	1898323.0	634.0
HD 142 A d	1898323.0	451.0
HD 22946 d	2162816.0	462.0
TOI-411 c	2162816.0	368.0
TOI-411 b	2162816.0	310.0
TOI-4562 c	5267889.0	1090.0
HD 89839 b	2990643.0	778.0
HD 169830 c	2389738.0	658.0
HD 86264 b	2395700.0	647.0
HD 197037 b	2614799.0	671.0
HD 221287 b	3469696.0	746.0
HD 1666 b	2922222.0	636.0
HD 89744 b	2920582.0	616.0
HD 205739 b	2026264.0	516.0
TOI-4562 b	5267889.0	917.0
TOI-1670 c	2187630.0	444.0
TOI-1670 b	2187630.0	363.0
tau Boo b	2611765.0	322.0
WASP-180 A b	3692429.0	431.0
WASP-1 b	1800871.0	210.0
Qatar-10 b	1848459.0	188.0
KELT-16 b	1906906.0	148.0
KELT-24 b	2608833.0	363.0
HAT-P-9 b	3023401.0	379.0
WASP-15 b	2256023.0	301.0
WASP-175 b	2819005.0	342.0
HAT-P-30 b	4321922.0	443.0
WASP-72 b	2253175.0	152.0
WASP-92 b	2333163.0	262.0
WASP-76 b	2844591.0	282.0
HD 73344 d	3740947.0	912.0
HD 111998 b	2951333.0	699.0
HD 33564 b	1962515.0	517.0
HD 113337 b	15091071.0	1739.0
HD 73344 c	3740947.0	669.0
TOI-201 b	4615161.0	742.0
HD 73344 b	3746637.0	570.0
HR 858 d	2564751.0	412.0
TOI-622 b	4507094.0	558.0
HR 858 c	2564751.0	367.0
TOI-1107 b	2196368.0	289.0
WASP-174 b	2417482.0	322.0
WASP-158 b	2699595.0	333.0
HR 858 b	2564751.0	328.0
WTS-1 b	2172311.0	279.0
CoRoT-11 b	2591836.0	310.0
CoRoT-35 b	1165094.0	157.0
WASP-121 b	3195384.0	291.0
WASP-18 b	3068736.0	250.0
HD 60532 c	2136452.0	558.0
HD 60532 b	2136452.0	508.0
Kepler-21 b	2087914.0	241.0
WASP-88 b	1851626.0	298.0
WASP-90 b	1593904.0	200.0
WASP-118 b	3767755.0	453.0
WASP-101 b	3882642.0	445.0
HAT-P-8 b	1810072.0	224.0
XO-3 b	2031134.0	263.0
DMPP-4 b	2459536.0	311.0
HD 206893 c	14656199.0	1890.0
HD 106315 c	1456032.0	304.0
HD 106315 b	1456032.0	260.0
EPIC 246851721 b	1975308.0	292.0
HD 103774 b	4066592.0	513.0
DMPP-2 b	2657718.0	353.0
NGTS-2 b	2583408.0	323.0
HAT-P-14 b	3507027.0	343.0
XO-4 b	2437262.0	338.0
OGLE-TR-132 b	3695054.0	365.0
Kepler-40 b	2130340.0	310.0
XO-6 b	2783094.0	389.0
HD 77946 b	1902383.0	293.0
WASP-79 b	3364588.0	401.0
WASP-120 b	2210741.0	277.0
HAT-P-50 b	1821791.0	226.0
TOI-2152 A b	4888825.0	524.0
Qatar-7 b	2966943.0	307.0
WASP-17 b	2430774.0	240.0
HAT-P-33 b	2540015.0	277.0
WASP-93 b	5370803.0	555.0
HD 114082 b	45068258.0	3094.0
CoRoT-36 b	2526562.0	348.0
TOI-778 b	2688479.0	348.0
HAT-P-49 b	3525633.0	326.0
TOI-615 b	2971398.0	389.0
WASP-100 b	2789104.0	397.0
51 Eri b	42252434.0	1000.0
TOI-2010 b	2615703.0	575.0
TOI-4127 b	1427802.0	342.0
HD 5278 c	1920486.0	409.0
TOI-5126 c	4838194.0	687.0
TOI-558 b	2828745.0	454.0
HD 5278 b	1920486.0	349.0
TOI-5126 b	4838194.0	585.0
HATS-24 b	1648998.0	153.0
TOI-4603 b	3167323.0	418.0
TOI-150.01	2354759.0	333.0
WASP-187 b	2287522.0	302.0
HATS-27 b	2409251.0	318.0
TOI-163 b	2828269.0	356.0
TOI-6016 b	9522053.0	905.0
TOI-1789 b	2175178.0	257.0
HATS-3 b	1865864.0	245.0
TOI-2580 b	2615692.0	319.0
HATS-26 b	1620782.0	204.0
TOI-1295 b	2635057.0	314.0
HAT-P-4 b	1395976.0	248.0
K2-34 b	1986441.0	254.0
KELT-7 b	3607002.0	388.0
HATS-12 b	2274199.0	287.0
TOI-6130 b	9522053.0	826.0
Kepler-76 b	5732877.0	530.0
TOI-2109 b	2892603.0	198.0
