Name	Corona Temp. (K)	Wind Speed (km/s)
Kepler-314 b	4044189.0	458.0
Kepler-314 c	4044189.0	538.0
K2-180 b	944789.0	194.0
K2-27 b	807566.0	144.0
TOI-2368 b	1458869.0	236.0
TOI-1855 b	953235.0	103.0
Kepler-37 b	952797.0	212.0
Kepler-37 c	952797.0	233.0
Kepler-37 d	952797.0	259.0
HAT-P-17 b	953717.0	196.0
HAT-P-17 c	953717.0	415.0
HATS-37 A b	737619.0	114.0
TOI-3693 b	1822247.0	324.0
WASP-42 b	1431105.0	226.0
TOI-2364 b	1672031.0	245.0
Pr0211 b	5774855.0	599.0
Pr0211 c	5774855.0	1174.0
KOI-984 b	3286983.0	440.0
KOI-984 c	3286983.0	559.0
Kepler-515 b	1688707.0	344.0
HD 42813 b	760831.0	172.0
HIP 29442 c	760831.0	107.0
HIP 29442 d	760831.0	137.0
Kepler-37 e	796619.0	236.0
TOI-1775 b	4599583.0	629.0
K2-329 b	2609542.0	444.0
TOI-4145 A b	1354568.0	205.0
Kepler-519 b	2498998.0	474.0
KOI-7368 b	30878560.0	2134.0
TOI-1443 b	963412.0	241.0
K2-211 b	1083634.0	142.0
Kepler-352 b	2655737.0	444.0
Kepler-352 c	2655737.0	476.0
Kepler-352 d	2654541.0	418.0
TOI-1248 b	1218414.0	190.0
WASP-67 b	706633.0	107.0
K2-182 b	1113649.0	179.0
TOI-1758 b	984734.0	233.0
TOI-1824 b	2071241.0	412.0
TOI-1798.01	2011654.0	342.0
TOI-1798.02	2011654.0	139.0
Kepler-1907 b	629864.0	110.0
Kepler-1907 c	629864.0	152.0
WASP-23 b	1088974.0	157.0
TOI-1472 b	2210106.0	348.0
Kepler-1783 b	3550867.0	522.0
K2-131 b	1217920.0	179.0
Kepler-1930 b	5411455.0	746.0
TOI-2088 b	1394178.0	385.0
Kepler-1008 b	1036035.0	222.0
TOI-1272 b	3655329.0	461.0
TOI-1272 c	3655329.0	539.0
TOI-1694 b	1420914.0	214.0
TOI-1694 c	1420914.0	284.0
Kepler-1521 b	1369329.0	343.0
HD 235088 b	1667341.0	291.0
TOI-1174 b	1951359.0	342.0
Qatar-1 b	3433429.0	367.0
Kepler-475 b	1960767.0	272.0
K2-203 b	1017334.0	208.0
Kepler-954 b	1657610.0	339.0
Kepler-1698 b	2714458.0	283.0
Kepler-1967 b	1068274.0	182.0
TOI-3568 b	1100954.0	181.0
HIP 5158 b	1113274.0	374.0
Kepler-992 b	1785685.0	368.0
V1298 Tau b	38106572.0	2600.0
V1298 Tau c	38106572.0	2412.0
V1298 Tau d	38106572.0	2485.0
V1298 Tau e	45776499.0	2995.0
HIP 113103 b	6450724.0	799.0
HIP 113103 c	6450724.0	855.0
TOI-871 b	1119126.0	247.0
TOI-1823 b	1095148.0	284.0
TOI-1807 b	2297084.0	173.0
Kepler-102 b	3600453.0	501.0
Kepler-102 c	3600453.0	524.0
Kepler-102 d	3600453.0	553.0
Kepler-102 e	3600453.0	585.0
Kepler-102 f	3600453.0	621.0
TOI-4551 b	1424757.0	248.0
Kepler-1716 b	918682.0	249.0
Kepler-531 b	936998.0	245.0
TOI-1416 b	1018586.0	101.0
TOI-2537 b	3575716.0	698.0
TOI-2537 c	3575716.0	858.0
Kepler-1076 b	1544066.0	267.0
Kepler-1446 b	1968668.0	158.0
Kepler-942 b	1435562.0	352.0
Kepler-1731 b	2254717.0	441.0
HD 5583 b	1024388.0	314.0
TOI-1739 b	1077320.0	211.0
TOI-2374 b	1429818.0	231.0
WASP-29 b	633498.0	96.0
Kepler-99 b	2933184.0	422.0
TOI-1259 A b	1282048.0	197.0
TOI-1811 b	1137168.0	174.0
Kepler-960 b	1562181.0	227.0
TOI-1180 b	1249032.0	250.0
TOI-1064 b	817141.0	154.0
TOI-1064 c	817141.0	184.0
Kepler-113 b	1005892.0	173.0
Kepler-113 c	1005892.0	206.0
Kepler-367 b	2144661.0	457.0
Kepler-367 c	2144661.0	476.0
Kepler-543 b	1119903.0	251.0
Kepler-202 b	1650244.0	267.0
Kepler-202 c	1650244.0	347.0
Kepler-378 b	1693113.0	342.0
Kepler-378 c	1693113.0	374.0
Kepler-1868 b	628029.0	245.0
HATS-72 b	685560.0	136.0
Qatar-2 b	1246619.0	131.0
TOI-1410 c	1048248.0	286.0
TOI-1410.01	1048248.0	95.0
Kepler-220 b	1097406.0	181.0
Kepler-220 c	1097406.0	222.0
Kepler-220 d	1097406.0	276.0
Kepler-220 e	1097406.0	297.0
TAP 26 b	41629721.0	2615.0
TOI-1244 b	1110263.0	206.0
Kepler-968 b	2243433.0	317.0
Kepler-968 c	2243433.0	348.0
Kepler-398 d	2087713.0	351.0
HATS-48 A b	692339.0	97.0
Kepler-1540 b	1998801.0	497.0
TOI-1184 b	1187067.0	214.0
Kepler-1053 b	1731475.0	234.0
Kepler-345 b	1810133.0	335.0
Kepler-345 c	1810133.0	348.0
Kepler-398 b	2048461.0	323.0
Kepler-398 c	2048461.0	387.0
K2-199 b	1228721.0	188.0
K2-199 c	1228721.0	235.0
Kepler-16 b	1481434.0	442.0
Kepler-1351 b	1394021.0	123.0
K2-57 b	999575.0	207.0
Kepler-1019 b	1556891.0	180.0
KOI-1833 d	2199036.0	374.0
Kepler-1512 b	2531444.0	482.0
TOI-1130 b	1183865.0	192.0
TOI-1130 c	1183865.0	231.0
Kepler-753 b	1524595.0	266.0
Kepler-441 b	2317138.0	590.0
WASP-59 b	6126955.0	781.0
HIP 66074 b	905463.0	327.0
Kepler-1850 b	605217.0	92.0
Kepler-622 b	1554495.0	326.0
Kepler-1314 b	1050364.0	197.0
Kepler-901 b	1437422.0	234.0
TOI-544 b	809864.0	88.0
K2-284 b	15521104.0	1382.0
TOI-1411 b	768348.0	80.0
IRAS 04125+2902 b	53329643.0	1002.0
Kepler-1074 b	1511525.0	275.0
Kepler-1735 b	581446.0	130.0
Kepler-1152 b	1510708.0	200.0
Kepler-1075 b	1696995.0	215.0
Kepler-1749 b	588153.0	156.0
TOI-2384 b	787728.0	101.0
Kepler-994 b	1589770.0	185.0
Kepler-505 b	1612298.0	376.0
TOI-1759 b	1180386.0	286.0
TOI-532 b	942269.0	135.0
Kepler-1761 b	593457.0	102.0
Kepler-1805 b	598202.0	136.0
Kepler-1049 b	1398477.0	235.0
TOI-1467 b	892719.0	185.0
Kepler-737 b	1375914.0	341.0
Kepler-1904 b	3157751.0	476.0
Kepler-779 b	1349843.0	272.0
Kepler-327 b	1686622.0	243.0
Kepler-327 c	1686622.0	290.0
Kepler-327 d	1686622.0	346.0
HATS-75 b	573383.0	79.0
Kepler-1229 b	1434541.0	397.0
HATS-74 A b	700672.0	79.0
TOI-904 b	2723616.0	446.0
TOI-904 c	2723616.0	600.0
Kepler-568 b	1048723.0	237.0
Kepler-1089 b	1424457.0	268.0
Kepler-438 b	1278903.0	330.0
TOI-5344 b	707815.0	118.0
Kepler-1712 b	581985.0	155.0
Kepler-705 b	1385873.0	373.0
Kepler-691 b	1364063.0	278.0
TOI-5688 A b	931138.0	145.0
K2-419 A b	901595.0	236.0
TOI-2068 b	935248.0	199.0
TOI-2379 b	738938.0	139.0
Kepler-676 b	1289747.0	285.0
Kepler-974 b	1273923.0	230.0
Kepler-1741 b	577123.0	92.0
Kepler-1124 b	1415869.0	258.0
Kepler-1319 b	1121322.0	170.0
Kepler-1652 b	1511960.0	391.0
Kepler-1624 b	1244801.0	207.0
TOI-6034 b	853964.0	133.0
Kepler-732 b	1240042.0	269.0
Kepler-732 c	1240042.0	131.0
Kepler-369 b	1306229.0	209.0
Kepler-369 c	1306229.0	301.0
Kepler-1439 b	1307956.0	273.0
TIC 46432937 b	901929.0	104.0
TOI-4559 b	871122.0	172.0
Kepler-560 b	1238420.0	313.0
Kepler-504 b	1211046.0	288.0
TOI-5799 b	841404.0	177.0
Kepler-1308 b	1326106.0	227.0
Kepler-1650 b	524582.0	66.0
TOI-1224 b	10206704.0	1079.0
Kepler-1646 b	1056233.0	227.0
TOI-762 A b	734402.0	134.0
Kepler-1582 b	760666.0	166.0
TOI-771 b	807127.0	162.0
L 363-38 b	702131.0	197.0
TRAPPIST-1 b	4632446.0	679.0
TRAPPIST-1 c	4632446.0	715.0
TRAPPIST-1 d	4632446.0	753.0
TRAPPIST-1 e	4632446.0	781.0
TRAPPIST-1 f	4632446.0	809.0
TRAPPIST-1 g	4632446.0	828.0
TRAPPIST-1 h	4632446.0	854.0
KELT-7 b	3607002.0	388.0
TOI-2109 b	2892603.0	198.0
TOI-4603 b	3167323.0	418.0
TOI-6130 b	9522053.0	826.0
TOI-1789 b	2175178.0	257.0
HD 5278 b	1920486.0	349.0
HD 5278 c	1920486.0	409.0
TOI-5126 b	4838194.0	585.0
TOI-5126 c	4838194.0	687.0
TOI-2010 b	2615703.0	575.0
HD 114082 b	45068258.0	3094.0
TOI-778 b	2688479.0	348.0
XO-6 b	2783094.0	389.0
WASP-79 b	3364588.0	401.0
HD 77946 b	1902383.0	293.0
HAT-P-14 b	3507027.0	343.0
HD 206893 c	14656199.0	1890.0
DMPP-2 b	2657718.0	353.0
HD 103774 b	4066592.0	513.0
XO-4 b	2437262.0	338.0
HD 106315 b	1456032.0	260.0
HD 106315 c	1456032.0	304.0
DMPP-4 b	2459536.0	311.0
XO-3 b	2031134.0	263.0
WASP-101 b	3882642.0	445.0
HAT-P-8 b	1810072.0	224.0
Kepler-21 b	2087914.0	241.0
HD 60532 b	2136452.0	508.0
HD 60532 c	2136452.0	558.0
WASP-18 b	3068736.0	250.0
WASP-121 b	3195384.0	291.0
HD 113337 b	15091071.0	1739.0
HD 111998 b	2951333.0	699.0
TOI-622 b	4507094.0	558.0
TOI-201 b	4615161.0	742.0
HR 858 b	2564751.0	328.0
HR 858 c	2564751.0	367.0
HR 858 d	2564751.0	412.0
TOI-1107 b	2196368.0	289.0
HD 73344 b	3746637.0	570.0
HD 33564 b	1962515.0	517.0
HD 73344 c	3740947.0	669.0
HD 73344 d	3740947.0	912.0
KELT-24 b	2608833.0	363.0
WASP-76 b	2844591.0	282.0
HAT-P-30 b	4321922.0	443.0
WASP-15 b	2256023.0	301.0
WASP-180 A b	3692429.0	431.0
tau Boo b	2611765.0	322.0
HD 1666 b	2922222.0	636.0
HD 89839 b	2990643.0	778.0
HD 221287 b	3469696.0	746.0
HD 89744 b	2920582.0	616.0
HD 86264 b	2395700.0	647.0
HD 169830 c	2389738.0	658.0
HD 205739 b	2026264.0	516.0
TOI-1670 b	2187630.0	363.0
TOI-1670 c	2187630.0	444.0
HD 197037 b	2614799.0	671.0
HD 22946 d	2162816.0	462.0
TOI-411 b	2162816.0	310.0
TOI-411 c	2162816.0	368.0
HD 142 A d	1898323.0	451.0
HD 142 c	1898323.0	634.0
HAT-P-2 b	3272756.0	432.0
Kepler-25 b	2051428.0	310.0
Kepler-25 c	2051428.0	357.0
Kepler-25 d	2051428.0	468.0
KELT-2 A b	1703220.0	212.0
TOI-677 b	1975251.0	339.0
HD 132563 b	2335172.0	635.0
KELT-6 c	1380939.0	462.0
WASP-94 A b	2240195.0	267.0
HAT-P-16 b	2570574.0	307.0
WASP-99 b	1949252.0	296.0
HD 31253 b	2096549.0	527.0
KELT-6 b	1260732.0	196.0
HD 8574 b	1315134.0	376.0
HD 23596 b	1245258.0	441.0
HD 148164 b	2261030.0	560.0
HD 148164 c	2261030.0	675.0
HD 86081 b	1720803.0	190.0
HD 156411 b	1546478.0	476.0
HD 67087 b	3271195.0	702.0
HD 67087 c	3271195.0	797.0
HD 169830 b	2028291.0	508.0
HD 13908 b	2021165.0	373.0
HD 13908 c	2021165.0	564.0
HD 196885 A b	1920892.0	557.0
HD 212301 b	4321922.0	391.0
HD 110082 b	10618749.0	1115.0
DMPP-1 b	2558527.0	444.0
DMPP-1 c	2558527.0	373.0
DMPP-1 d	2558527.0	309.0
DMPP-1 e	2558527.0	360.0
HD 19994 b	2323691.0	581.0
WASP-38 b	1987500.0	267.0
HD 179949 b	4131297.0	471.0
HD 40979 b	1806477.0	465.0
ups And b	1407195.0	198.0
ups And d	1407195.0	463.0
AF Lep b	37791749.0	1001.0
HD 25171 b	1385777.0	477.0
HD 153950 b	1541682.0	453.0
HD 75898 b	1893134.0	509.0
HD 75898 c	1893134.0	615.0
TOI-1408 b	2128473.0	287.0
TOI-1408 c	2128473.0	232.0
HD 231701 b	1780977.0	445.0
OGLE-TR-56 b	1935714.0	174.0
HD 50554 b	2364821.0	644.0
HD 217786 c	1036523.0	116.0
HD 108147 b	1869417.0	320.0
HD 224538 b	2575531.0	667.0
HD 28109 b	3897409.0	584.0
HD 28109 c	3897409.0	672.0
HD 28109 d	3897409.0	700.0
WASP-54 b	1090426.0	153.0
WASP-75 b	1734930.0	207.0
HD 103891 b	1719471.0	538.0
TIC 172900988 b	1915860.0	497.0
WASP-117 b	1484467.0	253.0
WASP-94 B b	1615045.0	171.0
WASP-74 b	1619085.0	200.0
HD 220773 b	1493496.0	520.0
WASP-20 b	1107160.0	163.0
HD 10647 b	3225584.0	759.0
WASP-166 b	2475057.0	350.0
TOI-2458 b	1229454.0	173.0
TOI-2458 c	1229454.0	257.0
HD 7449 b	2477511.0	656.0
HD 38283 b	1236812.0	377.0
HD 23079 b	2528869.0	640.0
TOI-837 b	32312692.0	2197.0
HD 213885 b	1618964.0	130.0
HD 213885 c	1618964.0	242.0
HD 137496 b	957414.0	95.0
HD 137496 c	957414.0	341.0
BD+20 594 b	1944699.0	379.0
TOI-481 b	1125776.0	211.0
HD 110113 b	1541433.0	190.0
HD 110113 c	1541433.0	255.0
TOI-733 b	1432690.0	234.0
HATS-5 b	1633963.0	252.0
TOI-849 b	1084841.0	142.0
TOI-470 b	3086602.0	521.0
Kepler-78 b	5313177.0	376.0
TOI-5398 b	5506791.0	710.0
TOI-5398 c	5506791.0	635.0
TOI-559 b	1088052.0	189.0
TOI-1860 b	15479778.0	1101.0
TOI-2196 b	1434374.0	125.0
TOI-908 b	1388551.0	192.0
HD 190360 b	933904.0	389.0
TOI-2260 b	8714196.0	560.0
TOI-1288 b	1103063.0	140.0
TOI-1288 c	1103063.0	371.0
HD 152843 b	1596946.0	290.0
HD 149026 b	2219627.0	256.0
HD 75289 b	1303565.0	168.0
HD 43691 b	2314322.0	450.0
EPIC 211945201 b	1597493.0	318.0
HD 74156 b	1658623.0	382.0
HD 74156 c	1658623.0	541.0
WASP-131 b	1075480.0	170.0
TOI-1135 b	6094916.0	735.0
WASP-68 b	1332944.0	179.0
HD 155358 b	832307.0	274.0
HD 155358 c	787741.0	298.0
HD 106252 b	1498015.0	496.0
HD 13931 b	1002779.0	407.0
HD 149143 b	1532662.0	212.0
TOI-858 B b	1101196.0	144.0
TIC 393818343 b	1623418.0	316.0
HD 171028 b	1029999.0	342.0
HD 233832 b	1169595.0	447.0
HD 82886 b	1339223.0	386.0
HD 185269 b	1631843.0	254.0
HD 219828 b	1228263.0	175.0
psi1 Dra B b	1821492.0	578.0
Kepler-1655 b	2101264.0	368.0
HD 11506 b	2209097.0	621.0
HD 11506 c	2209097.0	534.0
HD 11506 d	2209097.0	725.0
HD 159243 b	3496214.0	531.0
HD 159243 c	3496214.0	722.0
HD 187085 b	2061517.0	578.0
HD 156846 b	2328919.0	570.0
HD 55696 b	2153483.0	614.0
HD 216435 b	1978731.0	571.0
pi Men c	1586025.0	255.0
HAT-P-1 b	1705776.0	244.0
HD 150706 b	1935714.0	623.0
HD 89307 b	2349878.0	650.0
KELT-10 b	1457724.0	208.0
K2-100 b	4992723.0	494.0
HD 93963 A b	3380231.0	307.0
HD 93963 A c	3380231.0	422.0
HD 17674 b	936712.0	346.0
WASP-185 b	1132304.0	207.0
HD 34445 b	963619.0	363.0
47 UMa b	1131672.0	406.0
TrES-2 b	1784650.0	188.0
HD 96700 b	901855.0	174.0
HD 96700 c	901855.0	216.0
HD 96700 d	901855.0	282.0
HD 114729 b	820475.0	337.0
HD 34445 c	949038.0	311.0
HD 34445 d	949038.0	289.0
HD 34445 e	949038.0	255.0
HD 34445 f	949038.0	349.0
HD 34445 g	949038.0	410.0
rho CrB c	818983.0	260.0
rho CrB d	818983.0	294.0
rho CrB e	818983.0	176.0
HD 24040 b	1121028.0	440.0
HR 5183 b	1012408.0	467.0
HD 24040 c	1119609.0	377.0
HD 132406 b	1036322.0	385.0
HD 1461 b	1054098.0	173.0
HD 1461 c	1054098.0	218.0
Qatar-8 b	955007.0	132.0
HD 210277 b	748384.0	289.0
HD 213240 b	1552629.0	465.0
HR 810 b	2127228.0	527.0
HD 52265 b	1755093.0	435.0
47 UMa d	1131672.0	481.0
HD 141004 b	1148532.0	240.0
HD 142 b	1898323.0	505.0
HD 50499 b	2289299.0	650.0
HD 50499 c	2304208.0	700.0
HD 196067 b	1852882.0	587.0
HD 147873 b	1653532.0	409.0
HD 147873 c	1653532.0	471.0
HD 142415 b	3784559.0	786.0
HD 10180 c	1487360.0	236.0
HD 10180 d	1487360.0	297.0
HD 10180 e	1487360.0	354.0
HD 10180 f	1487360.0	395.0
HD 10180 g	1487360.0	459.0
HD 10180 h	1487360.0	505.0
HD 216437 b	1405820.0	467.0
47 UMa c	1131672.0	431.0
HD 86226 b	1409518.0	480.0
HD 86226 c	1409518.0	203.0
HD 16417 b	1107160.0	232.0
XO-1 b	4205262.0	534.0
HIP 67522 b	42460108.0	2528.0
HIP 67522 c	42460108.0	2668.0
HD 70573 b	18214054.0	2077.0
HD 45184 b	1089022.0	179.0
HD 45184 c	1089022.0	222.0
HD 20782 b	1251803.0	411.0
HD 86728 b	860316.0	222.0
HD 16175 b	1949722.0	540.0
HD 80653 b	2098389.0	144.0
K2-312 c	2098389.0	581.0
TIC 139270665 b	1733993.0	356.0
TIC 139270665 c	1733993.0	526.0
WASP-95 b	2356223.0	237.0
WASP-126 b	1155493.0	150.0
HD 105779 b	983778.0	400.0
K2-111 b	662586.0	111.0
K2-111 c	662586.0	158.0
HD 183263 b	974854.0	353.0
HD 30562 b	1695965.0	523.0
HD 183263 c	1438384.0	519.0
HD 208487 b	988248.0	299.0
HD 121504 b	3848676.0	648.0
HD 117618 b	1251087.0	283.0
HD 72659 b	1136616.0	443.0
HD 68988 b	1243541.0	191.0
KELT-23 A b	1111557.0	131.0
HD 224693 b	1602733.0	330.0
HD 88986 b	1033372.0	309.0
HD 23127 b	1482688.0	478.0
TOI-1422 b	1304521.0	260.0
HD 133131 B b	841985.0	386.0
WASP-58 b	726893.0	105.0
HD 133131 A b	846267.0	327.0
HD 133131 A c	846267.0	374.0
HD 164595 b	1046897.0	269.0
HD 183579 b	1831837.0	356.0
KELT-8 b	1204852.0	188.0
TOI-5005 b	2304105.0	355.0
K2-38 b	1176335.0	169.0
K2-38 c	1176335.0	224.0
HD 222155 b	1000736.0	409.0
HD 6434 b	796073.0	181.0
HD 82943 b	2248732.0	578.0
HD 82943 c	2248732.0	546.0
HD 81040 b	4936133.0	986.0
HD 2039 b	1232054.0	422.0
HD 93385 b	1771195.0	293.0
HD 93385 c	1771195.0	329.0
HD 93385 d	1771195.0	397.0
HD 564 b	1234670.0	404.0
HD 141937 b	2272678.0	597.0
HD 168009 b	855011.0	189.0
HD 155918 b	740250.0	97.0
HD 155918 c	740250.0	380.0
