Name,RA (J2000),DEC (J2000),Max. Frequency [MHz],Max. Flux Density [Jy],Max. Frequency Lower Uncertainty [MHz],Max. Frequency Upper Uncertainty [MHz],Max. Flux Density Lower Uncertainty [Jy],Max. Flux Density Upper Uncertainty [Jy]
GJ 806 c,20:45:05,+44:30:01,11.454600233503527,0.00010941874009268988,5.171066071138969,9.942956989916333,6.0035678457525956e-05,0.00014348109326233117
HAT-P-2 b,16:20:36,+41:02:53,44.429464545107535,0.00010830177741112871,3.5275523949365635,3.2933011106730277,2.1643325792448625e-05,3.122107042010961e-05
WASP-10 b,23:15:58,+31:27:46,45.23729781339057,0.00010274876375941601,1.4859019845847072,1.4176439921950958,5.487031643004802e-05,0.00011987083239138529
TOI-2196 b,20:49:22,-70:29:06,44.43178250493867,0.00010009141181585175,6.476942134062121,7.820556197877224,3.1167205305716785e-05,6.44935080566498e-05
WASP-99 b,02:39:35,-50:00:29,27.182836111095227,9.892485897774122e-05,2.028639560091012,1.9302378593390763,3.512405312793391e-05,4.4074233816597525e-05
HD 25463 c,04:03:00,+09:12:28,57.513379049254915,9.815472791163896e-05,28.863381333157758,21.712315521804534,2.394842407593463e-05,3.783733778467467e-05
WASP-8 b,23:59:36,-35:01:53,21.477957733574392,9.625616356221718e-05,1.3056776060392714,1.1795665990943647,2.4028789441680762e-05,3.184291882220007e-05
CoRoT-7 b,06:43:49,-01:03:47,69.07506543342744,9.580280331869764e-05,22.900288847936736,30.00190727146105,3.1895586560875736e-05,5.121288193020166e-05
TOI-1411 b,15:31:47,+47:03:20,45.96451383480123,9.149350359059538e-05,27.202640246225897,36.353770099896174,3.8083843078455695e-05,0.00010455811113377068
TOI-2384 b,02:24:37,-65:00:01,40.250078651882525,8.961723970665114e-05,1.3802258452028866,1.3025657581247856,3.0873942963909885e-05,7.919185629275524e-05
Kepler-411 b,19:10:25,+49:31:24,72.33274702979651,8.854790552431801e-05,4.731990668868377,4.390900394336683,5.497063842269892e-05,0.000154291589471273
GJ 1132 b,10:14:50,-47:09:18,39.285513375943836,8.724873941398002e-05,6.652071677046372,7.799002508621342,1.6258081912939748e-05,2.2350624908064275e-05
DMPP-1 d,05:47:06,-10:37:49,24.56677252171852,8.689437609552134e-05,10.715498207277586,18.901871016534535,4.148981508074474e-05,6.92129787825719e-05
HD 162020 b,17:50:38,-40:19:06,39.900890442983496,8.660057135358195e-05,4.116479130319277,3.7904206762465478,4.867779306021029e-05,0.00014111107669131912
LHS 1678 b,04:32:43,-39:47:27,31.624957129842514,8.494014328024076e-05,9.175384101240486,11.795713891545418,2.8661849923665385e-05,4.897218903870604e-05
TOI-132 b,22:33:36,-43:26:13,28.663530289876796,8.485675098533044e-05,4.7709520369342435,5.770434810829457,2.8464549767202585e-05,4.6661729220658744e-05
WASP-23 b,06:44:31,-42:45:44,13.098009009236181,8.18743928618581e-05,4.396053875168628,6.5996722180759715,4.544903755470683e-05,0.00010578843838777294
HD 63433 c,07:49:55,+27:21:47,16.465382042503165,8.083054841585763e-05,15.704260569624614,1355.2385395340675,6.364234640531934e-05,0.00019077587736760225
TOI-1470 b,00:40:21,+61:12:48,25.752489498480223,7.866045270310036e-05,5.8641607753671,6.630524814856706,2.546074792265327e-05,7.318850828544712e-05
HD 73344 b,08:38:45,+23:41:07,12.682635445863495,7.807109813061396e-05,11.840004112896095,920.4400145463243,6.059893609267677e-05,0.00012911141553356107
