Name,RA (J2000),DEC (J2000),Max. Frequency [MHz],Max. Flux Density [Jy],Max. Frequency Lower Uncertainty [MHz],Max. Frequency Upper Uncertainty [MHz],Max. Flux Density Lower Uncertainty [Jy],Max. Flux Density Upper Uncertainty [Jy]
HD 17674 b,02:51:04,+30:17:12,0.2740448523366124,1.2533756772492521e-05,0.25147875579824785,15.479037643467393,9.511542315626398e-06,2.0960589582058978e-05
HD 220689 b,23:25:53,-20:37:00,0.20096606556967855,1.2071026038639029e-05,0.187247664650393,15.284440910084763,9.550183097374842e-06,2.6672612588625525e-05
HD 147018 c,16:23:00,-61:41:24,0.534356529155386,1.1933007023618645e-05,0.5080671299719959,41.25834259562221,9.461161460174833e-06,2.83173449726687e-05
HD 44219 b,06:20:14,-10:43:30,0.23462906312934712,1.1873695041557806e-05,0.21161807212789843,8.54269368392377,8.68463878690358e-06,1.701021025378876e-05
HD 68402 b,08:05:23,-74:24:36,0.6328975920713671,1.1791947937357391e-05,0.6033522925717809,48.39546728048896,9.37222826403393e-06,3.130900018923984e-05
HD 191806 b,20:09:29,+52:16:36,0.5432517006971752,1.1772846373076201e-05,0.5164662887113395,45.085009464318695,9.212365682447057e-06,2.3008781169302056e-05
HD 185283 b,19:41:18,-56:19:20,0.17350410314153142,1.1735823578878156e-05,0.1641133547160324,13.098473455022349,9.457472434343568e-06,2.759282717745839e-05
HD 12661 c,02:04:34,+25:24:49,0.301079710342659,1.1708984627950463e-05,0.28428192815894066,25.459985836433837,9.288445907402719e-06,2.3964193869116242e-05
HD 65216 c,07:53:41,-63:38:48,0.25234395902655904,1.1224070349695478e-05,0.2422984817492569,22.867230896582026,9.122755579368212e-06,2.954472772637892e-05
HD 27631 b,04:19:45,-41:57:38,0.30200876168283725,1.1220947094329758e-05,0.28510658671507755,24.32315678942566,8.97997076304753e-06,2.5688230008842974e-05
HD 50499 c,06:52:02,-33:54:55,0.22930450124249885,1.1212373854959874e-05,0.21965311802474563,21.772835075986514,9.006995333623882e-06,2.4824515851595372e-05
HD 94771 b,10:55:54,-35:06:52,0.11963987046005467,1.0791222638542417e-05,0.10963878357710188,6.360098515244513,8.307517781144299e-06,1.753279505687867e-05
HD 142022 A b,16:10:12,-84:13:54,0.35729732299055983,1.0582242777177706e-05,0.33951610325556947,31.14327485722078,8.375904247912154e-06,2.4758046752028612e-05
HD 152079 b,16:53:30,-46:20:00,0.473764337752104,1.0430932975281389e-05,0.45275955500974246,35.40008269482359,8.35316579073861e-06,2.64125659313935e-05
HIP 54597 b,11:10:26,-29:24:51,0.36724036874387633,1.0303538383024722e-05,0.3523596271047999,35.41154799648614,8.289721555395225e-06,2.7597867924078626e-05
HD 134987 c,15:13:28,-25:18:35,0.10633078629543924,1.0263918106495997e-05,0.10007028699794841,9.134685999799549,8.154100104927545e-06,1.9483959193837032e-05
HD 55696 b,07:12:15,-38:10:29,0.4926441629915116,1.0011853283811668e-05,0.47013704631663866,35.74508969199073,7.746447812503042e-06,2.0145309442034602e-05
HD 66428 b,08:03:29,-01:09:49,0.47040992042069374,9.948291814312986e-06,0.45034976470032745,34.57611806841939,7.908269977175587e-06,2.481425593693787e-05
HD 159868 b,17:39:00,-43:08:46,0.36034324236046056,9.791184788545485e-06,0.34156633836577804,30.657856315816257,7.75182302964625e-06,2.1023679090547147e-05
HD 25171 b,03:55:50,-65:11:11,0.21988063837721666,9.4876715981962e-06,0.20503870169767843,13.94577252131012,7.357226156499295e-06,1.6846536949891733e-05
HD 220773 b,23:26:27,+08:38:34,0.21126230465904072,9.442943620754223e-06,0.20003254948411975,18.55211997129774,7.623729114363422e-06,1.829293908764273e-05
HD 108874 b,12:30:27,+22:52:46,0.48110537506207474,8.663421274950516e-06,0.44450705089360315,29.442148722317324,6.736276231928964e-06,1.5961648617967267e-05
HD 74156 c,08:42:25,+04:34:38,0.3826736678974688,8.640896866104666e-06,0.36486962983006904,33.024191965984556,6.831996942416911e-06,1.651269036861835e-05
HD 132563 b,14:58:21,+44:02:34,0.40631557199821794,8.125452163783243e-06,0.3802251384274214,25.943510854454217,6.400623300761552e-06,2.0360268583079393e-05
HD 45350 b,06:28:46,+38:57:46,0.37758164865791005,7.837705468547447e-06,0.35540872494820774,29.50495903134226,6.154468034650409e-06,1.523732407089657e-05
HD 25015 b,03:57:44,-20:16:02,0.3059009965586301,7.802600616415748e-06,0.2950216093806512,30.173862349231648,6.3183674120800026e-06,2.112444019162798e-05
HD 28254 b,04:24:51,-50:37:22,0.41435342456005464,7.387151233072401e-06,0.3941978725682512,34.58485244526728,5.8470753378470805e-06,1.4979208597131938e-05
HD 222582 b,23:41:51,-05:59:10,0.5493899990683774,7.347646542776499e-06,0.5206416743424249,40.77091857128469,5.682203161415685e-06,1.4407536575345333e-05
HD 134060 c,15:10:44,-61:25:21,0.49644253808043076,7.13239476946234e-06,0.4721332574743417,46.827464943835174,5.703059827918163e-06,1.5062914524949617e-05
HD 23596 b,03:48:00,+40:31:51,0.4472792353487969,7.125477946811667e-06,0.4274851152530647,43.985716900272614,5.644523912636431e-06,1.4788451998755481e-05
HD 108202 b,12:25:51,-01:06:39,0.31201413030003117,7.101154195284693e-06,0.2973420960705238,29.7630826185309,5.7068504038926035e-06,1.641898187242977e-05
K2-312 c,09:21:21,+14:22:04,0.5627611407725129,7.0511142440590235e-06,0.5254075028483347,44.477274523327615,5.498582503674005e-06,1.4752230168265226e-05
HD 73534 b,08:39:16,+12:57:36,0.2001676117261625,7.0414061013205664e-06,0.18753641176877814,15.233913091381922,5.552986708083634e-06,1.5674179434096277e-05
HD 219077 b,23:14:08,-62:42:07,0.22386236109495775,6.984628601890658e-06,0.2156705254100243,27.106820725617307,5.616798621708876e-06,1.6087149971486615e-05
HD 183263 b,19:28:25,+08:21:29,0.511605225639992,6.939755779429921e-06,0.4833725237445588,37.865362784370404,5.376070070657673e-06,1.3056139822700291e-05
HD 166724 b,18:14:00,-42:34:33,0.27180726343871886,6.916697417273234e-06,0.2606498783549725,31.930102827758542,5.646407189760382e-06,1.771046702911789e-05
HD 37605 c,05:40:02,+06:03:34,0.3204800031761442,6.243002823450738e-06,0.3052740866943425,27.784392251713577,4.972476512206426e-06,1.5384331125872788e-05
HD 126525 b,14:27:32,-51:55:58,0.18368411549346705,6.104918222090757e-06,0.16777922771955045,9.708196363062807,4.6799215492671e-06,9.720078876764846e-06
HD 171238 b,18:34:44,-28:04:22,0.3798430510923431,5.856457802347125e-06,0.36130888690929314,31.69108859187648,4.679241201269214e-06,1.2522454652165047e-05
HD 98649 b,11:20:52,-23:13:05,0.26809128233302837,5.795325373417078e-06,0.2570038266436828,22.260002385703828,4.5189910809063906e-06,1.2066333523074789e-05
Kepler-94 c,18:44:47,+47:29:50,0.8706552045039492,5.635059103332123e-06,0.8133926859766929,62.3811984137858,4.351527523574308e-06,1.0313746587465118e-05
HD 233832 b,11:26:05,+50:22:35,0.316698640317242,5.488505815213114e-06,0.2989093493816305,24.539647745595225,4.345688273677096e-06,1.2279226842795997e-05
HD 190647 b,20:07:20,-35:32:22,0.3648875047911744,5.399514515660471e-06,0.3454730218221196,27.555510376747073,4.2541247387856385e-06,1.0343458524912835e-05
HD 156668 c,17:17:40,+29:13:41,0.5851077494159082,5.3802860098556044e-06,0.554057130550898,49.4209433789695,4.336044636414311e-06,1.2495153827903354e-05
HD 75784 c,08:52:24,+13:13:59,0.19280131113690047,5.177380207314708e-06,0.18595527374665566,21.895968302716863,4.284335179262423e-06,1.722292314379307e-05
HD 149806 b,16:37:09,+00:15:17,0.17320817995858356,4.798170233746667e-06,0.1683917832042934,23.103244716225472,3.984011108772917e-06,1.435183774461939e-05
HD 66428 c,08:03:29,-01:09:49,0.15202663742385217,4.7958082229987055e-06,0.1445660764544949,12.538949756553102,3.826659088513451e-06,1.2569821347798076e-05
K2-19 b,11:39:50,+00:36:13,0.42545613543740407,4.529087668847451e-06,0.09030278040091,0.11326628063560146,9.454737262454565e-07,1.1816446222843076e-06
HD 108874 c,12:30:27,+22:52:46,0.21986349730875893,4.184634309635716e-06,0.2057400335559777,14.812848894480002,3.314820180324975e-06,8.05262817287565e-06
HD 154857 c,17:11:16,-56:40:52,0.22770044747396312,3.5966941855263045e-06,0.21777644418439307,24.151262257603978,2.8790458255845535e-06,7.632567427125691e-06
HD 222155 b,23:38:01,+48:59:46,0.20199361906499047,3.592757380451064e-06,0.19361502584002696,21.29738977818476,2.898965911310155e-06,7.823835503834635e-06
HD 187123 c,19:46:58,+34:25:08,0.23482267376541532,3.5086319246449634e-06,0.22458067627774592,20.833254177630113,2.7889449732529216e-06,7.732636948191071e-06
HD 75898 c,08:53:51,+33:03:24,0.28143214469507394,2.8493389609416227e-06,0.2699539434663375,29.625937788607057,2.290198382886406e-06,6.147031769428235e-06
HD 16905 b,02:40:03,-61:21:18,0.20286200060248674,2.818338153365707e-06,0.19612032042843794,21.369158723541037,2.315708200740581e-06,7.5414830675792e-06
HD 2039 b,00:24:20,-56:39:00,0.5052927624856449,2.790776436340081e-06,0.481020174240702,38.542164105922744,2.221105757727878e-06,7.246601801474618e-06
HD 106515 A b,12:15:06,-07:15:27,0.25854954217189635,2.7856786693853397e-06,0.2492661134696884,29.82192501234021,2.2312046960469875e-06,6.255027921408187e-06
HD 13931 b,02:16:48,+43:46:20,0.23637238338001498,2.712317049369152e-06,0.22683811470919565,18.583617073890174,2.144388619403494e-06,5.931733511394014e-06
K2-24 c,16:10:18,-24:59:26,0.8652680473529476,2.521493030011844e-06,0.7311921851322927,17.542236272060382,1.6295471771593537e-06,2.4402464719279962e-06
HD 191939 f,20:08:06,+66:51:01,0.29274940191210447,2.4509154238785945e-06,0.28027699279341256,25.446565009646978,1.924754743626013e-06,5.095735749672564e-06
HD 181234 b,19:20:00,-09:19:30,0.2361948890095303,2.3873695781059047e-06,0.22779201145826058,23.60087903119168,1.924997574958356e-06,5.847416764909511e-06
HD 18143 c,02:55:39,+26:52:21,0.13829151184961674,2.338977126031357e-06,0.13454901066681313,18.219738801571474,1.9224154046827594e-06,6.285161144008146e-06
TOI-2180 b,18:31:46,+56:39:02,0.9553474090076334,2.335937924033793e-06,0.9037287765074389,69.43746051692098,1.7898958709078898e-06,4.002894760651679e-06
TOI-1288 c,20:52:40,+65:36:32,0.32762940917289185,2.2565673103437056e-06,0.29429431279933715,14.830216122563254,1.690852134046785e-06,3.628531940086932e-06
HR 5183 b,13:46:57,+06:21:00,0.12918658916167888,2.154666329768386e-06,0.12556077270071958,16.522652962024647,1.7686827240603931e-06,5.7948530003408596e-06
HD 219415 b,23:14:54,+56:43:49,0.21476900223655843,2.0998754457027373e-06,0.20113929225199131,15.706043486719842,1.6750630109150382e-06,5.890491677659272e-06
TIC 139270665 c,08:16:08,+33:17:29,0.5683429610149495,1.4217347471801127e-06,0.5352440189123171,33.56775067041221,1.127891590429241e-06,3.6561589806238606e-06
HD 133131 B b,15:03:36,-27:50:30,0.19352095738736846,1.4097866212379418e-06,0.186037614937125,24.005149612956163,1.1363438253664215e-06,3.239719759411663e-06
HD 27894 d,04:20:47,-59:24:35,0.2203923906544411,1.2474469856175342e-06,0.213050134883777,26.01858820274391,1.010329447714727e-06,2.800912851426371e-06
HD 137496 c,15:26:58,-16:30:32,0.6171346651874288,1.0879103883062147e-06,0.5810108069072868,43.39228030497287,8.461656205333481e-07,2.030246130820985e-06
HD 220197 b,23:21:59,+16:37:56,0.17462867943329113,1.0414320163623996e-06,0.16253620316149792,9.68407818108022,8.009676146085335e-07,1.8427738292623255e-06
HD 73267 c,08:36:18,-34:27:34,0.17160511833236222,8.887679662517249e-07,0.16684621271027594,25.191767697596408,7.338105671748934e-07,2.3414328108970794e-06
Kepler-88 d,19:24:36,+40:40:10,0.6531345891714889,8.485335511984194e-07,0.6164218583580736,49.2234609770393,6.736973823668828e-07,2.1928784982431365e-06
K2-99 c,13:55:06,-05:26:33,0.6381762740164969,7.883266177894513e-07,0.5983168928105995,37.08734820516322,6.02479647793118e-07,1.4225640856087946e-06
WASP-132 d,14:30:26,-46:09:34,0.4185283579606552,7.763323794515674e-07,0.3993783353555403,38.228862188859445,6.167440115426392e-07,1.80120544119423e-06
CoRoT-24 b,06:47:41,-03:43:09,0.82800305798859,7.683422726664868e-07,0.407995237631901,1.0214305683043938,3.631822544384299e-07,5.658274797146559e-07
KELT-6 c,13:03:56,+30:38:25,0.4042819681330553,5.76329716582259e-07,0.38251247503210356,31.110734608995525,4.4860670314184085e-07,1.0983686040058443e-06
Kepler-83 b,18:48:56,+43:39:56,0.7319901711221038,3.982202144206945e-07,0.37183060589415273,1.1490127668539603,1.939834770482062e-07,2.92341008320962e-07
Kepler-1513 b,19:19:10,+39:17:07,0.642659381893819,2.2859937549908548e-07,0.5824449037180603,33.328010945914365,1.6648892002949872e-07,3.3612075481413954e-07
Kepler-54 b,19:39:06,+43:03:22,0.5897737334446662,1.0398964818932067e-07,0.3126323087090182,1.31960706247218,5.974551705259203e-08,9.290450452066596e-08
Kepler-167 e,19:30:38,+38:20:44,0.6093446342959468,9.070186796019493e-08,0.5848804013406036,56.99759566277136,7.198173189676759e-08,1.9427116626608958e-07
Kepler-1654 b,18:48:45,+44:26:04,0.496996698513837,4.979002537836915e-08,0.4704312687909282,32.49482151881849,3.7762713853521554e-08,8.393685499946173e-08
