Name,RA (J2000),DEC (J2000),Max. Frequency [MHz],Max. Flux Density [Jy],Max. Frequency Lower Uncertainty [MHz],Max. Frequency Upper Uncertainty [MHz],Max. Flux Density Lower Uncertainty [Jy],Max. Flux Density Upper Uncertainty [Jy]
HD 83443 b,09:37:12,-43:16:22,1.17677250040529,0.0084673295369834,0.5647008682485833,2.296518629981714,0.0043591038916806,0.0045030620390429
HD 174205 b,18:43:10,+70:47:34,0.7749965608259222,0.0080066784409204,0.7213656241558122,48.40356116920769,0.006166946428473,0.0175022932864548
4 UMa b,08:40:13,+64:19:41,0.9586391126139884,0.0078649770334842,0.8990370706231224,65.45513296423303,0.0062542793226926,0.0261660371915342
gam Lib c,15:35:32,-14:47:22,0.5317569884291057,0.0078028944864159,0.5024210486969404,40.18210337449919,0.0062363865885322,0.0241653665593909
WASP-19 b,09:53:40,-45:39:33,3.220979108738603,0.0077802184895915,0.7076462673395039,0.888510954121605,0.0028468890253585,0.0059268385451106
WASP-74 b,20:18:09,-01:04:34,1.0367857195042536,0.0075639241160878,0.280198112803548,0.549927556735988,0.0026813038182632,0.0034843285097895
HD 66141 b,08:02:16,+02:20:06,0.599643533139963,0.0066711730057084,0.5643742351146339,44.492589814664846,0.0052259300306236,0.0137339629304609
HD 173416 b,18:43:36,+36:33:25,1.0028497651645067,0.0058999954667477,0.9321894234538368,55.43497628892432,0.0046612293912343,0.0150730106508122
HD 102956 b,11:51:22,+57:38:26,2.731977035461538,0.0050794525202928,1.777458048298095,6.78369414347173,0.0034741316760047,0.0101667455514816
GJ 876 e,22:53:18,-14:16:00,4.926447702009665,0.0050048225076786,4.587576662236671,345.35095187160346,0.0038748819988701,0.0097677480504474
WASP-95 b,22:29:50,-48:00:11,9.222597707234357,0.0048625735225651,4.318996450008059,7.563493468837048,0.0022245127124246,0.0042833613107916
18 Del b,20:58:26,+10:50:21,0.6506546336132506,0.0047936674669128,0.6127737484914569,55.14664558444752,0.0037334522578303,0.0090830757720897
17 Sco b,16:13:51,-11:50:16,0.7097793776870303,0.0046077951155289,0.6709778666987773,48.49993675502336,0.0036206732952844,0.0125845742620441
GJ 581 b,15:19:26,-07:43:22,3.4193375043794987,0.0043851436854258,2.249611180059917,9.76278146938628,0.0025329982236728,0.0043675866164092
HD 206893 c,21:45:22,-12:47:00,0.8203570169645525,0.0037439094336129,0.7610879287445321,45.90617871042941,0.0028089599846812,0.0059474112730952
HD 185269 b,19:37:12,+28:29:58,2.8418975983136994,0.003536748424497,1.8281504264111332,7.077758918944013,0.0022561461599918,0.005731970800547
BD-10 3166 b,10:58:29,-10:46:14,1.8407113242106097,0.0035044370954738,0.969416821028322,3.870727727585986,0.0018984679870838,0.0022979965395929
KELT-23 A b,15:28:35,+66:21:31,1.7682652380479031,0.0033843888123128,0.2656790525015864,0.2992769254803153,0.0010682506231018,0.002069831277567
HD 190007 b,20:02:47,+03:19:36,4.546410908318509,0.0031602492506312,2.97845510310875,7.706557395610527,0.0018804370146516,0.0041957067143411
WASP-94 B b,20:55:09,-34:08:09,1.9030949751008523,0.0030755348373875,0.9632808104981828,4.248422121360747,0.0017130070765013,0.0023369970430073
KELT-2 A b,06:10:39,+30:57:26,5.817231033393036,0.00303975532402,2.149937950900975,3.419055062307259,0.0009231363172768,0.0012679942130377
HD 149026 b,16:30:30,+38:20:51,7.568091057132771,0.0030321708033844,2.6020302541985574,3.4206501337936546,0.0008606543374257,0.0010405962167627
TOI-1268 b,13:13:33,+62:18:19,1.6822255802279549,0.0029185867734306,0.5459550620022728,0.9098945792942248,0.001506268288614,0.0027275527620016
HD 47366 b,06:37:41,-12:59:08,0.9438185022957316,0.0028863434289221,0.8786334644190025,61.36481592837412,0.0022462219581591,0.0066752246654081
HD 149143 b,16:32:51,+02:05:04,8.673172435335538,0.0027797915714346,5.809923565004302,9.7703634065032,0.001494327305731,0.0036098900030015
HD 40956 b,06:06:39,+63:27:14,0.8475567931863083,0.0027728880727784,0.7902511283863491,58.959405354678815,0.002130770921273,0.0047139904072351
KELT-3 b,09:54:34,+40:23:17,3.728021129519976,0.0027636823443389,1.6484809881217468,2.837835941499954,0.0008218702195912,0.0011106194750679
HD 217107 b,22:58:16,-02:23:44,6.065928198021929,0.0027191918646358,4.032425110190248,7.543323289752349,0.0014416725132713,0.0030528822546301
HD 76700 b,08:53:55,-66:48:02,0.9741187099076106,0.0026253233669204,0.5457241398821402,2.504694596542345,0.0015099409871993,0.0021555212606475
HD 120084 b,13:42:39,+78:03:53,0.5503698167634683,0.0025637439823543,0.5228963453357275,40.354535813554875,0.0020013996229608,0.0056721357471297
WASP-25 b,13:01:26,-27:31:20,0.876672222103323,0.0025219786311504,0.4044229776758791,0.8769865529819221,0.001182956670336,0.0026601536614441
7 CMa c,06:36:41,-19:15:22,0.2685747755723734,0.0025161534007303,0.2471895050316913,17.926438982138354,0.0019720045623447,0.0049241272124431
HD 128311 b,14:36:01,+09:44:44,0.9962852688898122,0.0023662016148079,0.9135821743910651,60.00599171822781,0.0018021139061438,0.0041801899776198
