Name,Max. Frequency [MHz],Max. Flux Density [Jy],Max. Frequency Lower Uncertainty [MHz],Max. Frequency Upper Uncertainty [MHz],Max. Flux Density Lower Uncertainty [Jy],Max. Flux Density Upper Uncertainty [Jy]
HD 166724 b,0.2854963632346802,1.219357097889725e-05,0.2747235768360025,24.18695590633773,9.902629317543634e-06,3.367890087036109e-05
HD 73526 b,0.6441497761647764,1.1547767280730738e-05,0.6028744720389496,46.64414813854217,8.88009560899014e-06,2.090675681533753e-05
Kepler-425 b,0.4743248615108903,1.144135733788305e-05,0.1568487942106584,0.2627002815759319,3.380184690858049e-06,4.350899424941136e-06
HD 108874 c,0.2020588651384897,1.1244195668422816e-05,0.1911998575416802,15.399503387908526,8.933222609318509e-06,2.3754097605845708e-05
HD 98649 b,0.2515674169199308,1.1007722934276395e-05,0.2427849925180568,27.556818460163683,8.889561323511324e-06,2.4392712047610865e-05
HD 106515 A b,0.2425539440574832,9.966145070421776e-06,0.2354128058257186,24.256215728214656,7.922023001131007e-06,2.5390451895406436e-05
HD 187123 c,0.1989988628105878,9.575838235218511e-06,0.1914554442305978,18.1967966118736,7.584041131609121e-06,2.1231962029139823e-05
HD 132563 b,0.3718139352577463,9.57041275364472e-06,0.3472447209324946,30.626725278233373,7.6243540907906785e-06,2.342099304420589e-05
HD 24040 b,0.2436897305901152,9.176555156322278e-06,0.2353457906053137,24.23064569078277,7.295775003519685e-06,2.085228303275087e-05
K2-32 b,0.4683994848524674,9.08942229286564e-06,0.1397649861451279,0.1798291080744746,3.2083674178001195e-06,5.62368708166494e-06
HD 135625 b,0.2155990777967673,9.028754698683856e-06,0.2061086826977223,20.01002781350823,7.199868187333903e-06,1.8967091393882784e-05
K2-312 c,0.5953731190788578,9.02734104956336e-06,0.5615657797311309,41.08520293649428,7.1015799137889055e-06,1.826698964463337e-05
HD 132406 b,0.4008817922791651,8.817215349251678e-06,0.381802837883649,44.38290564274439,7.049572888064081e-06,1.6937548796907743e-05
TOI-1386 c,0.4938996090892438,8.698943100441728e-06,0.4417187268422398,17.52610209776414,6.490789105001037e-06,1.8165712969755533e-05
HD 38801 b,0.4967214414779452,8.697378755580224e-06,0.471296960219007,34.907010584198694,6.789741225833122e-06,1.8070882767015697e-05
HD 106270 b,0.3267617030682009,8.454938146531635e-06,0.3112818756488991,33.20426234720073,6.749770771311308e-06,1.871193351139408e-05
HD 72659 b,0.2131901212771459,8.410511254857662e-06,0.2050195485744252,22.305382613283093,6.683250254405102e-06,1.887324316146968e-05
HD 163607 c,0.3048661247920707,8.0412621792244e-06,0.2904097110487542,27.490842793885918,6.32212898039029e-06,1.638541659523515e-05
HD 23127 b,0.3329315019674213,7.872514230048095e-06,0.3152479677390805,27.97608555853605,6.209787436227929e-06,1.4779608950895131e-05
HD 66428 c,0.1600507898906213,7.47363366511668e-06,0.1533142680126637,13.800629663028165,5.998740191401577e-06,1.9046758387973084e-05
HD 222155 b,0.1736799693113589,7.469046437226303e-06,0.1668872933379418,16.979481159445893,5.9704581808891205e-06,1.610565052740557e-05
HD 73526 c,0.5025847136355501,7.4639972116477746e-06,0.4754518850732184,38.3190377504829,5.791006536794962e-06,1.3847765974663042e-05
HD 183263 c,0.2989249305268103,7.324698075313688e-06,0.2877653574465708,31.340890440075103,5.862265152982748e-06,1.6635487242646545e-05
HD 18143 c,0.1292470898550722,7.127231616430904e-06,0.1264332772983971,20.577463586418368,5.976994039131045e-06,2.1124758185120125e-05
HD 16905 b,0.181060369839164,6.668171655127305e-06,0.1752851786429278,21.446815506389555,5.47760496241212e-06,1.7784057406109483e-05
HD 34445 f,0.3975235362789436,6.621134300683179e-06,0.3793596001542969,30.416938104493877,5.242869597772737e-06,1.4364556986901024e-05
HD 11506 d,0.2631326254855164,6.585872261827666e-06,0.2549647258732463,29.16357773004736,5.316545537389638e-06,1.7428438491994074e-05
K2-19 b,0.426979329212097,5.540621411976761e-06,0.0909629538103359,0.110743464336717,1.2056098043347164e-06,1.47888220560329e-06
HD 181234 b,0.2156702928958622,5.533764804111253e-06,0.2088646347086906,24.310960909741222,4.451129894278892e-06,1.4464257267234963e-05
HD 152581 b,0.3141806045900551,5.144646743127824e-06,0.2984354030719407,23.808390428284657,4.053807427258859e-06,1.337380447063955e-05
HR 5183 b,0.1136317140748309,5.13304672100666e-06,0.1106790386754347,16.086097790361304,4.238240534873876e-06,1.410347156820712e-05
HD 27894 d,0.1854615231801555,5.002671904283538e-06,0.1798728785988232,25.928057719695623,4.111765212979576e-06,1.240571229914393e-05
HD 133131 B b,0.1493739266553096,4.799643106685464e-06,0.1441486309018155,17.589128949467547,3.836395227083606e-06,1.1120039421368302e-05
Kepler-94 c,0.9985741486022526,4.739902567191734e-06,0.9367239576445968,55.11086580222511,3.5961941905482237e-06,8.445635730384301e-06
WASP-8 c,0.2873540891236694,3.245849793131972e-06,0.2756229037115057,28.1160674306272,2.585695567768123e-06,6.894703518156086e-06
HD 95872 b,0.1984291674642747,2.7348623779377045e-06,0.1913363881109999,22.78221858885353,2.219936685216384e-06,6.428473184268639e-06
HD 137496 c,0.5126921629195618,2.5681209567963323e-06,0.4872741946880028,36.32450577629205,1.984788422371336e-06,4.947935189965711e-06
TIC 172900988 b,0.898459299887983,2.5448090900235563e-06,0.8370124097353948,69.90072555956803,1.956676900449109e-06,3.658370964108363e-06
HD 73267 c,0.1576292983934167,2.504303420571548e-06,0.1537217859531136,19.71445797493368,2.054377425015441e-06,7.016781192354088e-06
HD 10442 b,0.2569062507111449,2.469676078186793e-06,0.2440805143864761,21.8525270009017,1.977900393863843e-06,5.064216467525465e-06
HD 219415 b,0.1974092570071729,2.331685578273565e-06,0.1862314130609671,14.299655653164988,1.8423565358398225e-06,5.576892378774032e-06
HD 4203 c,0.1315976508950666,2.0545891188618563e-06,0.126270301437695,16.81886590571059,1.6774870890346965e-06,4.588747251175047e-06
HAT-P-17 c,0.2338982497602185,1.976597712664636e-06,0.2264467889542788,22.40654939982763,1.6216377139956637e-06,5.760421564932904e-06
HD 30177 c,0.1255037546333683,1.8935882149498047e-06,0.1220146686772224,16.711040421048708,1.5566258814887202e-06,4.838322534062579e-06
KELT-6 c,0.3763579528581265,9.832018992488536e-07,0.357665430849796,32.819678294728256,7.807634375823137e-07,1.845007807099332e-06
Kepler-1513 b,0.5387574969573043,6.983068447020476e-07,0.4915502132323257,21.33399621582452,5.239640697613655e-07,1.0301995032025515e-06
CoRoT-24 b,0.7776183072179126,5.043332349219554e-07,0.4208384872671691,0.992056230860264,2.250693238209548e-07,3.530666310549084e-07
Kepler-129 d,0.2869280462378286,1.4539898786578662e-07,0.2759574476999751,24.278778122511863,1.1483445061152437e-07,3.175747543475356e-07
