Name,Max. Frequency [MHz],Max. Flux Density [Jy],Max. Frequency Lower Uncertainty [MHz],Max. Frequency Upper Uncertainty [MHz],Max. Flux Density Lower Uncertainty [Jy],Max. Flux Density Upper Uncertainty [Jy]
HD 30177 b,0.4598297942435598,1.7007251194842052e-05,0.4386315696712979,37.2329033378366,1.3572170085533609e-05,4.264147602521526e-05
HD 191806 b,0.4729458891404594,1.5584178260548675e-05,0.4497193225315575,41.86898495440012,1.2282808362667425e-05,3.20665590984336e-05
HD 28254 b,0.297345301819338,1.525867808304942e-05,0.2822198031457572,27.78482452815128,1.2131360514976145e-05,3.157396506181122e-05
HD 66428 b,0.4460976199297893,1.521122929676259e-05,0.4267807818908743,40.83812927275709,1.2122032736497226e-05,3.679056628588443e-05
HD 25015 b,0.2519245793927298,1.4909088635197417e-05,0.2423577733785057,28.325330518474868,1.2146316495027049e-05,4.155434931134425e-05
HD 224538 b,0.5052891182826307,1.4600574177796387e-05,0.4767423464838308,46.065901295810384,1.1790355354617794e-05,4.570211468328524e-05
HD 220773 b,0.2067811395979784,1.4102801236377184e-05,0.1967293154436702,19.68483749114681,1.1111673673086448e-05,2.926468628449635e-05
HD 96063 b,0.4329757589472465,1.3931491327842804e-05,0.4076206769182209,25.744497134747263,1.0991916984062494e-05,3.9402089324219645e-05
HD 149806 b,0.1545850648889807,1.387820467407635e-05,0.1506000813040199,20.98045241566495,1.157018518931892e-05,4.280168197382154e-05
HD 37605 c,0.3436806654479995,1.357639666130953e-05,0.3299702167240423,31.065641078075945,1.093833670750578e-05,3.233634839349256e-05
HD 23596 b,0.4143649391276047,1.3501025169480298e-05,0.3978628370213272,37.25834989991075,1.0759911782903378e-05,2.8852977053941657e-05
HD 34445 d,0.9746091687292752,1.328878574074526e-05,0.914456247333747,68.45441032492606,1.0270787026996103e-05,2.553155204943749e-05
HD 74156 c,0.3370041186144027,1.298440699663588e-05,0.321253721396224,31.616819246446425,1.0209909010734487e-05,2.71162777006286e-05
HD 68402 b,0.6552336606435923,1.2732503611283783e-05,0.6216336803438082,48.648621093119935,1.0112406408939138e-05,3.538603277115218e-05
HD 233832 b,0.2987783790302643,1.2365348390799932e-05,0.2835549871227364,21.627434260031094,9.756607903219468e-06,2.9909228677952254e-05
HD 55696 b,0.4205399782643123,1.2249028434195873e-05,0.4016598791226075,37.71471221588696,9.701838252708864e-06,2.5232024768475565e-05
